LID,Glottocode,Language,HasCase,IsCaseCodedForDefaultPredicates,IsCaseCodedForDitransitivePredicates,IsCaseCodedForOtherPredicates,HasAgreement,IsAgreementCodedForDefaultPredicates,IsAgreementCodedForDitransitivePredicates,IsAgreementCodedForOtherPredicates,IsAgreementMarkersCodedForDefaultPredicates,IsAgreementMarkersCodedForDitransitivePredicates,IsAgreementMarkersCodedForOtherPredicates,PersonNumberCategory
1739,kusu1250,Kusunda,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,,
1744,kumb1268,Gumbaynggir,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1763,khak1248,Khakas,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,1sg
1763,khak1248,Khakas,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,1pl
1763,khak1248,Khakas,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2sg
1763,khak1248,Khakas,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2pl
1763,khak1248,Khakas,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,3pl-x
1763,khak1248,Khakas,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,3pl-y
1763,khak1248,Khakas,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,3sg-y
1763,khak1248,Khakas,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,3sg-x
1772,gugu1255,Guugu Yimidhirr,TRUE,TRUE,FALSE,,,,,,,,,
1775,kulu1253,Kulung,TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,1sg
1775,kulu1253,Kulung,TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,2pl
1775,kulu1253,Kulung,TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,2sg
1775,kulu1253,Kulung,TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,2du
1775,kulu1253,Kulung,TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,1pl.excl
1775,kulu1253,Kulung,TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,1pl.incl
1775,kulu1253,Kulung,TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,3sg
1775,kulu1253,Kulung,TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,3du
1775,kulu1253,Kulung,TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,3pl
1775,kulu1253,Kulung,TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,1du.excl
1775,kulu1253,Kulung,TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,1du.incl
1778,khal1275,Khaling,TRUE,TRUE,,,,,,,,,,
1826,kalk1246,Kalkatungu,TRUE,TRUE,FALSE,FALSE,,,,,,,,
1827,kari1311,Karitiâna,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,,,,
1887,lill1248,Lillooet,TRUE,TRUE,,,TRUE,,,,,,,
1914,lush1249,Mizo (Lushai),TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,,
1947,mats1244,Matsés,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,
1949,maqu1238,Carib (De'kwana),TRUE,TRUE,,,,,,,,,,
1952,coat1238,Mixe (Coatlán),TRUE,TRUE,TRUE,,,,,,,,,
1961,sout2785,Mbodomo,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
1964,male1284,Maale,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1988,madi1260,Ma'di,TRUE,TRUE,FALSE,,TRUE,TRUE,,,FALSE,,,
2016,tuuu1240,Mangghuer,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2035,motl1237,Mwotlap,TRUE,TRUE,,,,,,,,,,
2054,moha1258,Mohawk,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,,
2063,maja1242,Majang,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,TRUE,TRUE,,1sg
2063,maja1242,Majang,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,TRUE,TRUE,,1pl
2063,maja1242,Majang,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,TRUE,TRUE,,2sg
2063,maja1242,Majang,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,TRUE,TRUE,,2pl
2063,maja1242,Majang,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,TRUE,TRUE,,3sg
2063,maja1242,Majang,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,TRUE,TRUE,,3pl
2081,mara1378,Marathi,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,,
2096,nucl1240,Mumuye,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2144,nort2957,Nahuatl (North Puebla),TRUE,TRUE,,,,,,,,,,
2173,nias1242,Nias,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,
2194,laoo1244,Lao,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2210,nise1244,Nisenan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2225,ngaw1240,Ngawun,TRUE,TRUE,,,,,,,,,,
2227,chew1246,Chichewa,TRUE,TRUE,,,TRUE,TRUE,,,,,,
2233,nyaw1247,Nyawaygi,TRUE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2271,pana1305,Shoshoni,TRUE,TRUE,TRUE,,,,,,,,,
2289,taji1245,Tajik,TRUE,TRUE,,,,,,,,,,
2291,pima1248,Pima Bajo,TRUE,TRUE,TRUE,,,,,,,,,
2308,olut1240,Olutec,TRUE,TRUE,,,,,,,,,,
2322,cent2138,Pomo (Central),TRUE,TRUE,TRUE,TRUE,,,,,,,,
2360,caml1239,Camling,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,2sg
2360,caml1239,Camling,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,2du
2360,caml1239,Camling,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,2pl
2360,caml1239,Camling,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,3pl
2360,caml1239,Camling,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,3du
2360,caml1239,Camling,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,3sg
2360,caml1239,Camling,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,1du.excl
2360,caml1239,Camling,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,1pl.excl
2360,caml1239,Camling,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,1sg
2360,caml1239,Camling,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,1du.incl
2360,caml1239,Camling,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,1pl.incl
2371,rita1239,Ritharngu,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2412,seri1257,Seri,,,,,TRUE,FALSE,,,,,,
2416,shug1248,Rushan,TRUE,TRUE,,,TRUE,,,,,,,
2417,ishk1246,Ishkashimi,TRUE,TRUE,TRUE,,TRUE,TRUE,,,,,,
2514,tapi1253,Tapiete,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,1sg
2514,tapi1253,Tapiete,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,2sg
2514,tapi1253,Tapiete,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,2pl
2514,tapi1253,Tapiete,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,3sg
2514,tapi1253,Tapiete,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,3pl
2514,tapi1253,Tapiete,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,1pl.incl
2514,tapi1253,Tapiete,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,1pl.excl
2536,tami1289,Tamil,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,
2537,telu1262,Telugu,TRUE,TRUE,,,TRUE,TRUE,,,FALSE,,,
2539,tulu1258,Tulu,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,
2544,sout2976,Tepehuan (Southeastern),TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,FALSE,,3pl-anim
2544,sout2976,Tepehuan (Southeastern),TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,FALSE,,1pl
2544,sout2976,Tepehuan (Southeastern),TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,FALSE,,2sg
2544,sout2976,Tepehuan (Southeastern),TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,FALSE,,1sg
2544,sout2976,Tepehuan (Southeastern),TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,FALSE,,2pl
2544,sout2976,Tepehuan (Southeastern),TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,FALSE,,3pl-inanim
2544,sout2976,Tepehuan (Southeastern),TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,FALSE,,3sg-anim
2544,sout2976,Tepehuan (Southeastern),TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,FALSE,,3sg-inanim
2554,tenn1246,Tennet,TRUE,TRUE,TRUE,,,,,,,,,
2562,thay1249,Thaayorre,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,
2586,haru1245,Haruai,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,
2591,tani1257,Retuarã,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,
2641,turk1308,Turkana,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,1sg
2641,turk1308,Turkana,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,1pl
2641,turk1308,Turkana,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,2sg
2641,turk1308,Turkana,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,2pl
2641,turk1308,Turkana,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,3sg
2641,turk1308,Turkana,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,3pl
2645,akan1250,Akan,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2657,udih1248,Udihe,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,1sg
2657,udih1248,Udihe,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,2sg
2657,udih1248,Udihe,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,3sg
2657,udih1248,Udihe,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,1pl.incl
2657,udih1248,Udihe,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,1pl.excl
2657,udih1248,Udihe,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,2pl
2657,udih1248,Udihe,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,3pl
2662,yaku1245,Yakut,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,FALSE,1sg
2662,yaku1245,Yakut,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,FALSE,2pl
2662,yaku1245,Yakut,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,FALSE,3sg
2662,yaku1245,Yakut,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,FALSE,3pl
2662,yaku1245,Yakut,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,FALSE,1pl
2662,yaku1245,Yakut,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,FALSE,2sg
2666,umat1237,Sahaptin (Umatilla),TRUE,TRUE,,,TRUE,,,,,,,
2681,vafs1240,Vafsi,TRUE,TRUE,TRUE,FALSE,TRUE,,,,,,,
2690,idun1242,Iduna,TRUE,TRUE,,,TRUE,TRUE,,,FALSE,FALSE,,
2706,waya1269,Wayana,TRUE,TRUE,TRUE,TRUE,,,,,,,,
2722,wikm1247,Wik Munkan,TRUE,TRUE,,,,,,,,,,
2723,wira1265,Wirangu,TRUE,TRUE,TRUE,,,,,,,,,
2761,yazg1240,Yazgulyam,TRUE,TRUE,,,,,,,,,,
2762,yagn1238,Yaghnobi,,TRUE,,,TRUE,,,,,,,
2770,ying1247,Yingkarta,TRUE,TRUE,TRUE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2779,yele1255,Yelî Dnye,,FALSE,,,TRUE,FALSE,,,,,,
2790,yuec1235,Cantonese,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2797,sout2750,Yukagir (Kolyma),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,
2801,sanj1284,Zapotec (San Lucas Quiaviní),TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2814,chim1300,Zoque (Chimalapa),TRUE,TRUE,TRUE,,TRUE,FALSE,FALSE,,,,,
2828,aghu1253,Agul,TRUE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2862,chhi1245,Chintang,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,1sg
2862,chhi1245,Chintang,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,3sg
2862,chhi1245,Chintang,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,2pl
2862,chhi1245,Chintang,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,2du
2862,chhi1245,Chintang,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,2sg
2862,chhi1245,Chintang,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,1pl.excl
2862,chhi1245,Chintang,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,1du.excl
2862,chhi1245,Chintang,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,1du.incl
2862,chhi1245,Chintang,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,1pl.incl
2862,chhi1245,Chintang,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,3pl
2862,chhi1245,Chintang,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,3du
2863,puma1239,Puma,TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,1sg
2863,puma1239,Puma,TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,1pl.incl
2863,puma1239,Puma,TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,1pl.excl
2863,puma1239,Puma,TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,1du.excl
2863,puma1239,Puma,TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,1du.incl
2863,puma1239,Puma,TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,3pl
2863,puma1239,Puma,TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,3du
2863,puma1239,Puma,TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,3sg
2863,puma1239,Puma,TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,2sg
2863,puma1239,Puma,TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,2pl
2863,puma1239,Puma,TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,2du
2871,nort2732,Northern Tujia,TRUE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
61,lowe1415,Dani (Lower Grand Valley),TRUE,TRUE,FALSE,,,,,,,,,
2873,bant1281,Bantawa,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,2sg
2873,bant1281,Bantawa,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,2pl
2873,bant1281,Bantawa,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,2du
2873,bant1281,Bantawa,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,3pl
2873,bant1281,Bantawa,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,3du
2873,bant1281,Bantawa,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,3sg
2873,bant1281,Bantawa,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,1du.excl
2873,bant1281,Bantawa,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,1pl.excl
2873,bant1281,Bantawa,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,1pl.incl
2873,bant1281,Bantawa,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,1du.incl
2873,bant1281,Bantawa,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,1sg
2878,adan1251,Adang,TRUE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2882,kaby1243,Berber (Kabyle),TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,1sg
2882,kaby1243,Berber (Kabyle),TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,1pl
2882,kaby1243,Berber (Kabyle),TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2pl
2882,kaby1243,Berber (Kabyle),TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2sg
2882,kaby1243,Berber (Kabyle),TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,3sg
2882,kaby1243,Berber (Kabyle),TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,3pl
2883,shug1248,Khufi,TRUE,TRUE,,,TRUE,,,,,,,
2885,shug1248,Shughni,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3sg
2885,shug1248,Shughni,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1pl
2885,shug1248,Shughni,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1sg
2885,shug1248,Shughni,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2pl
2885,shug1248,Shughni,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2sg
2886,shug1248,Bartangi,TRUE,TRUE,,,TRUE,,,,,,,
2892,para1299,Parachi,,TRUE,,,,,,,,,,
2897,assi1247,Assiniboine,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,,
2900,aves1237,Avestan,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,
2903,dewo1238,Dewoin,TRUE,TRUE,FALSE,,,,,,,,,
2904,dumb1241,Dumbea,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2918,kirm1248,Kirmanjki,TRUE,TRUE,,,TRUE,,,,,,,
2919,diml1238,Dimili,TRUE,TRUE,,,TRUE,FALSE,,,,,,
2920,yand1253,Yandruwandha,TRUE,TRUE,,,,,,,,,,
2922,uppe1235,Tarom,TRUE,TRUE,,,TRUE,,,,,,,
2923,kaja1247,Kajali,TRUE,TRUE,,,,,,,,,,
2924,shah1254,Shahrudi,TRUE,TRUE,,,,,,,,,,
2925,take1255,Chali,TRUE,TRUE,,,,,,,,,,
2927,esht1238,Eshtehardi,TRUE,TRUE,,,,,,,,,,
2929,taly1247,Talysh (Northern),TRUE,TRUE,,,,,,,,,,
2930,bett1235,Betta Kurumba,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,
2934,nuuu1241,Nǀuu,TRUE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2935,waim1253,Waimiri Atroari,TRUE,TRUE,TRUE,,TRUE,FALSE,,,,,,
2939,huar1255,River Warihío,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2943,molo1266,Moloko,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,FALSE,,,
2951,kara1500,Karajá,TRUE,TRUE,,TRUE,TRUE,TRUE,,,TRUE,,,1sg
2951,kara1500,Karajá,TRUE,TRUE,,TRUE,TRUE,TRUE,,,TRUE,,,1pl
2951,kara1500,Karajá,TRUE,TRUE,,TRUE,TRUE,TRUE,,,TRUE,,,2sg
2951,kara1500,Karajá,TRUE,TRUE,,TRUE,TRUE,TRUE,,,TRUE,,,2pl
2951,kara1500,Karajá,TRUE,TRUE,,TRUE,TRUE,TRUE,,,TRUE,,,3sg
2951,kara1500,Karajá,TRUE,TRUE,,TRUE,TRUE,TRUE,,,TRUE,,,3pl
2954,eton1253,Eton,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,
2958,east1472,Keresan (Laguna),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,2pl
2958,east1472,Keresan (Laguna),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1pl
2958,east1472,Keresan (Laguna),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,3pl-high
2958,east1472,Keresan (Laguna),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,3pl-low
2958,east1472,Keresan (Laguna),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,2du
2958,east1472,Keresan (Laguna),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1du
2958,east1472,Keresan (Laguna),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,3du-high
2958,east1472,Keresan (Laguna),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,3du-low
2958,east1472,Keresan (Laguna),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,3sg-high
2958,east1472,Keresan (Laguna),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,2sg
2958,east1472,Keresan (Laguna),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,3sg-low
2958,east1472,Keresan (Laguna),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1sg
2969,tach1250,Shilha,TRUE,TRUE,TRUE,FALSE,TRUE,,,,,,,
2971,lazz1240,Laz (Ardeşen),TRUE,TRUE,TRUE,,,,,,,,,
2972,kamb1316,Kambaata,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,FALSE,TRUE,,,1sg
2972,kamb1316,Kambaata,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,FALSE,TRUE,,,1pl
2972,kamb1316,Kambaata,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,FALSE,TRUE,,,2sg
2972,kamb1316,Kambaata,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,FALSE,TRUE,,,2pl
2972,kamb1316,Kambaata,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,FALSE,TRUE,,,3sg_fem2972
2972,kamb1316,Kambaata,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,FALSE,TRUE,,,3sg_masc2972
2972,kamb1316,Kambaata,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,FALSE,TRUE,,,3pl_fem2972
2972,kamb1316,Kambaata,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,FALSE,TRUE,,,3pl_masc2972
2972,kamb1316,Kambaata,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,FALSE,TRUE,,,2sgHON
2972,kamb1316,Kambaata,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,FALSE,TRUE,,,2plHON
2972,kamb1316,Kambaata,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,FALSE,TRUE,,,3sgHON
2972,kamb1316,Kambaata,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,FALSE,TRUE,,,3plHON
2973,logb1245,Logba,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3pl
2973,logb1245,Logba,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3sg
2973,logb1245,Logba,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1sg
2973,logb1245,Logba,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2sg
2973,logb1245,Logba,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2pl
2973,logb1245,Logba,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1pl
2975,kelo1247,Klon,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,
2980,koii1238,Koyi,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,1sg
2980,koii1238,Koyi,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,3du
2980,koii1238,Koyi,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,3sg
2980,koii1238,Koyi,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,3pl
