ID,Name,Description,module,submodule,kind,datatype,dim,typespec,unitset,multivalued,dataset
678,MarkerHasPreposedExponentForTense,GrammaticalMarkers::MarkerHasPreposedExponent value for Tense,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPreposedExponent
679,MarkerHasPreposedExponentForTA,GrammaticalMarkers::MarkerHasPreposedExponent value for TA,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPreposedExponent
680,MarkerHasPreposedExponentForPotentialis,GrammaticalMarkers::MarkerHasPreposedExponent value for Potentialis,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPreposedExponent
681,MarkerHasPreposedExponentForApplicative,GrammaticalMarkers::MarkerHasPreposedExponent value for Applicative,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPreposedExponent
682,MarkerHasPreposedExponentForNumber,GrammaticalMarkers::MarkerHasPreposedExponent value for Number,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPreposedExponent
683,MarkerHasPreposedExponentForReflexiveAndReciprocal,GrammaticalMarkers::MarkerHasPreposedExponent value for ReflexiveAndReciprocal,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPreposedExponent
684,MarkerHasPreposedExponentForVersion,GrammaticalMarkers::MarkerHasPreposedExponent value for Version,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPreposedExponent
685,MarkerHasPreposedExponentForIllocution,GrammaticalMarkers::MarkerHasPreposedExponent value for Illocution,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPreposedExponent
686,MarkerHasPreposedExponentForMTN,GrammaticalMarkers::MarkerHasPreposedExponent value for MTN,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPreposedExponent
687,MarkerHasPreposedExponentForStatus,GrammaticalMarkers::MarkerHasPreposedExponent value for Status,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPreposedExponent
688,MarkerHasPreposedExponentForEvidential,GrammaticalMarkers::MarkerHasPreposedExponent value for Evidential,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPreposedExponent
689,MarkerHasPreposedExponentForConstruct,GrammaticalMarkers::MarkerHasPreposedExponent value for Construct,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPreposedExponent
690,MarkerHasPreposedExponentForNominalizer,GrammaticalMarkers::MarkerHasPreposedExponent value for Nominalizer,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPreposedExponent
691,MarkerHasPreposedExponentForHonorificity,GrammaticalMarkers::MarkerHasPreposedExponent value for Honorificity,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPreposedExponent
692,MarkerHasPreposedExponentForFocus,GrammaticalMarkers::MarkerHasPreposedExponent value for Focus,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPreposedExponent
693,MarkerHasPreposedExponentForSwitchReference,GrammaticalMarkers::MarkerHasPreposedExponent value for SwitchReference,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPreposedExponent
694,MarkerHasPreposedExponentForSymmetricalVoice,GrammaticalMarkers::MarkerHasPreposedExponent value for SymmetricalVoice,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPreposedExponent
695,MarkerHasPreposedExponentForRECIP,GrammaticalMarkers::MarkerHasPreposedExponent value for RECIP,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPreposedExponent
696,MarkerHasPreposedExponentForTE,GrammaticalMarkers::MarkerHasPreposedExponent value for TE,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPreposedExponent
697,MarkerHasPreposedExponentForReflexive,GrammaticalMarkers::MarkerHasPreposedExponent value for Reflexive,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPreposedExponent
698,MarkerHasPreposedExponentForClassifier,GrammaticalMarkers::MarkerHasPreposedExponent value for Classifier,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPreposedExponent
699,MarkerHasPreposedExponentForME,GrammaticalMarkers::MarkerHasPreposedExponent value for ME,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPreposedExponent
700,MarkerHasPreposedExponentForRepetition,GrammaticalMarkers::MarkerHasPreposedExponent value for Repetition,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPreposedExponent
701,MarkerHasPreposedExponentForSpatial,GrammaticalMarkers::MarkerHasPreposedExponent value for Spatial,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPreposedExponent
702,MarkerHasPreposedExponentForMotion,GrammaticalMarkers::MarkerHasPreposedExponent value for Motion,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPreposedExponent
703,MarkerHasPreposedExponentForModality,GrammaticalMarkers::MarkerHasPreposedExponent value for Modality,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPreposedExponent
704,MarkerHasPreposedExponentForDirection,GrammaticalMarkers::MarkerHasPreposedExponent value for Direction,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPreposedExponent
705,MarkerHasPreposedExponentForPosterior,GrammaticalMarkers::MarkerHasPreposedExponent value for Posterior,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPreposedExponent
706,MarkerHasPreposedExponentForControl,GrammaticalMarkers::MarkerHasPreposedExponent value for Control,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPreposedExponent
707,MarkerHasPreposedExponentForQuotative,GrammaticalMarkers::MarkerHasPreposedExponent value for Quotative,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPreposedExponent
708,MarkerHasPreposedExponentForReversative,GrammaticalMarkers::MarkerHasPreposedExponent value for Reversative,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPreposedExponent
709,MarkerHasPreposedExponentForAffect,GrammaticalMarkers::MarkerHasPreposedExponent value for Affect,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPreposedExponent
710,MarkerHasPreposedExponentForAE,GrammaticalMarkers::MarkerHasPreposedExponent value for AE,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPreposedExponent
711,MarkerHasPreposedExponentForTAME,GrammaticalMarkers::MarkerHasPreposedExponent value for TAME,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPreposedExponent
712,MarkerHasPreposedExponentForConditional,GrammaticalMarkers::MarkerHasPreposedExponent value for Conditional,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPreposedExponent
713,MarkerHasPreposedExponentForPossessor,GrammaticalMarkers::MarkerHasPreposedExponent value for Possessor,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPreposedExponent
714,MarkerHasPreposedExponentForTAE,GrammaticalMarkers::MarkerHasPreposedExponent value for TAE,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPreposedExponent
715,MarkerHasPreposedExponentForTN,GrammaticalMarkers::MarkerHasPreposedExponent value for TN,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPreposedExponent
719,MarkerHasPostposedExponentForTAM,GrammaticalMarkers::MarkerHasPostposedExponent value for TAM,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPostposedExponent
720,MarkerHasPostposedExponentForPolarity,GrammaticalMarkers::MarkerHasPostposedExponent value for Polarity,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPostposedExponent
721,MarkerHasPostposedExponentForVoice,GrammaticalMarkers::MarkerHasPostposedExponent value for Voice,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPostposedExponent
722,MarkerHasPostposedExponentForMood,GrammaticalMarkers::MarkerHasPostposedExponent value for Mood,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPostposedExponent
723,MarkerHasPostposedExponentForValence,GrammaticalMarkers::MarkerHasPostposedExponent value for Valence,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPostposedExponent
724,MarkerHasPostposedExponentForAktionsart,GrammaticalMarkers::MarkerHasPostposedExponent value for Aktionsart,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPostposedExponent
725,MarkerHasPostposedExponentForConnective,GrammaticalMarkers::MarkerHasPostposedExponent value for Connective,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPostposedExponent
726,MarkerHasPostposedExponentForSemistem,GrammaticalMarkers::MarkerHasPostposedExponent value for Semistem,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPostposedExponent
727,MarkerHasPostposedExponentForReferential,GrammaticalMarkers::MarkerHasPostposedExponent value for Referential,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPostposedExponent
728,MarkerHasPostposedExponentForCausative,GrammaticalMarkers::MarkerHasPostposedExponent value for Causative,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPostposedExponent
729,MarkerHasPostposedExponentForAspect,GrammaticalMarkers::MarkerHasPostposedExponent value for Aspect,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPostposedExponent
730,MarkerHasPostposedExponentForTM,GrammaticalMarkers::MarkerHasPostposedExponent value for TM,InflectionOnMaximallyInflectedVerbs,,computed data (aggregation-scripts/MaximallyInflectedVerbInflection.R),logical,1,"""boolean""",false,false,MaximallyInflectedVerbInflectionCategoriesAggregatedByMarkerHasPostposedExponent
