LID,Glottocode,Language,HasHeadMarkingForA,HasHeadMarkingForP,HasHeadMarkingForPOSS,HasHeadMarkingForS,HasHeadMarkingForATTR,HasDependentMarkingForA,HasDependentMarkingForP,HasDependentMarkingForPOSS,HasDependentMarkingForS,HasDependentMarkingForATTR,HasHeadMarkingForSAndA,HasHeadMarkingForSOrA,HasHeadMarkingForAAndP,HasHeadMarkingForAOrP,HasDependentMarkingForSAndA,HasDependentMarkingForSOrA,HasDependentMarkingForAAndP,HasDependentMarkingForAOrP,LocusOfMarkingForUStim,LocusOfMarkingForADefault,LocusOfMarkingForSDefault,LocusOfMarkingForAct,LocusOfMarkingForUDefault,LocusOfMarkingForSDefaultIfOther,LocusOfMarkingForAExp,LocusOfMarkingForAAnim,LocusOfMarkingForTDefault,LocusOfMarkingForBDefault,LocusOfMarkingForGDefault,LocusOfMarkingForPat,LocusOfMarkingForUEmp,LocusOfMarkingForUDef,LocusOfMarkingForTDef,LocusOfMarkingForTEmp,LocusOfMarkingForUDefaultIfOther,LocusOfMarkingForBRec,LocusOfMarkingForBBen,LocusOfMarkingForLocative,LocusOfMarkingForIDefault,LocusOfMarkingForAPoss,LocusOfMarkingForURef,LocusOfMarkingForPOSSDefault,LocusOfMarkingForATTRDefault,LocusOfMarkingForPOSSDefaultIfOther,LocusOfMarkingForPOSSDefaultIfN,LocusOfMarkingForPOSSDefaultIfNAlien,LocusOfMarkingForPOSSDefaultIfPro,LocusOfMarkingForATTRDefaultIfOther,LocusOfMarkingForSDefaultIfPro,LocusOfMarkingForADefaultIfPro,LocusOfMarkingForUDefaultIfPro,LocusOfMarkingForPOSSDefaultIfNInal,LocusOfMarkingForSDefaultIfNOrPro,LocusOfMarkingForADefaultIfNOrPro,LocusOfMarkingForPOSSDefaultIfNOrPro,LocusOfMarkingForBDefaultIfOther,LocusOfMarkingForTDefaultIfOther,LocusOfMarkingForADefaultIfOther,LocusOfMarkingForBDefaultIfPro,LocusOfMarkingForUDefaultIfSAP,LocusOfMarkingForPOSSDefaultIf1PERS,LocusOfMarkingForSDefaultIfSAP,LocusOfMarkingForADefaultIfSAP,LocusOfMarkingForUDefaultIf1PERS,LocusOfMarkingForPOSSDefaultIfNKin,LocusOfMarkingForUDefaultIfN,LocusOfMarkingForUDefaultIfNAnim,LocusOfMarkingForADefaultIfN,LocusOfMarkingBinned5ForUStim,LocusOfMarkingBinned5ForADefault,LocusOfMarkingBinned5ForSDefault,LocusOfMarkingBinned5ForAct,LocusOfMarkingBinned5ForUDefault,LocusOfMarkingBinned5ForSDefaultIfOther,LocusOfMarkingBinned5ForAExp,LocusOfMarkingBinned5ForAAnim,LocusOfMarkingBinned5ForTDefault,LocusOfMarkingBinned5ForBDefault,LocusOfMarkingBinned5ForGDefault,LocusOfMarkingBinned5ForPat,LocusOfMarkingBinned5ForUEmp,LocusOfMarkingBinned5ForUDef,LocusOfMarkingBinned5ForTDef,LocusOfMarkingBinned5ForTEmp,LocusOfMarkingBinned5ForUDefaultIfOther,LocusOfMarkingBinned5ForBRec,LocusOfMarkingBinned5ForBBen,LocusOfMarkingBinned5ForLocative,LocusOfMarkingBinned5ForIDefault,LocusOfMarkingBinned5ForAPoss,LocusOfMarkingBinned5ForURef,LocusOfMarkingBinned5ForPOSSDefault,LocusOfMarkingBinned5ForATTRDefault,LocusOfMarkingBinned5ForPOSSDefaultIfOther,LocusOfMarkingBinned5ForPOSSDefaultIfN,LocusOfMarkingBinned5ForPOSSDefaultIfNAlien,LocusOfMarkingBinned5ForPOSSDefaultIfPro,LocusOfMarkingBinned5ForATTRDefaultIfOther,LocusOfMarkingBinned5ForSDefaultIfPro,LocusOfMarkingBinned5ForADefaultIfPro,LocusOfMarkingBinned5ForUDefaultIfPro,LocusOfMarkingBinned5ForPOSSDefaultIfNInal,LocusOfMarkingBinned5ForSDefaultIfNOrPro,LocusOfMarkingBinned5ForADefaultIfNOrPro,LocusOfMarkingBinned5ForPOSSDefaultIfNOrPro,LocusOfMarkingBinned5ForBDefaultIfOther,LocusOfMarkingBinned5ForTDefaultIfOther,LocusOfMarkingBinned5ForADefaultIfOther,LocusOfMarkingBinned5ForBDefaultIfPro,LocusOfMarkingBinned5ForUDefaultIfSAP,LocusOfMarkingBinned5ForPOSSDefaultIf1PERS,LocusOfMarkingBinned5ForSDefaultIfSAP,LocusOfMarkingBinned5ForADefaultIfSAP,LocusOfMarkingBinned5ForUDefaultIf1PERS,LocusOfMarkingBinned5ForPOSSDefaultIfNKin,LocusOfMarkingBinned5ForUDefaultIfN,LocusOfMarkingBinned5ForUDefaultIfNAnim,LocusOfMarkingBinned5ForADefaultIfN,LocusOfMarkingBinned6ForUStim,LocusOfMarkingBinned6ForADefault,LocusOfMarkingBinned6ForSDefault,LocusOfMarkingBinned6ForAct,LocusOfMarkingBinned6ForUDefault,LocusOfMarkingBinned6ForSDefaultIfOther,LocusOfMarkingBinned6ForAExp,LocusOfMarkingBinned6ForAAnim,LocusOfMarkingBinned6ForTDefault,LocusOfMarkingBinned6ForBDefault,LocusOfMarkingBinned6ForGDefault,LocusOfMarkingBinned6ForPat,LocusOfMarkingBinned6ForUEmp,LocusOfMarkingBinned6ForUDef,LocusOfMarkingBinned6ForTDef,LocusOfMarkingBinned6ForTEmp,LocusOfMarkingBinned6ForUDefaultIfOther,LocusOfMarkingBinned6ForBRec,LocusOfMarkingBinned6ForBBen,LocusOfMarkingBinned6ForLocative,LocusOfMarkingBinned6ForIDefault,LocusOfMarkingBinned6ForAPoss,LocusOfMarkingBinned6ForURef,LocusOfMarkingBinned6ForPOSSDefault,LocusOfMarkingBinned6ForATTRDefault,LocusOfMarkingBinned6ForPOSSDefaultIfOther,LocusOfMarkingBinned6ForPOSSDefaultIfN,LocusOfMarkingBinned6ForPOSSDefaultIfNAlien,LocusOfMarkingBinned6ForPOSSDefaultIfPro,LocusOfMarkingBinned6ForATTRDefaultIfOther,LocusOfMarkingBinned6ForSDefaultIfPro,LocusOfMarkingBinned6ForADefaultIfPro,LocusOfMarkingBinned6ForUDefaultIfPro,LocusOfMarkingBinned6ForPOSSDefaultIfNInal,LocusOfMarkingBinned6ForSDefaultIfNOrPro,LocusOfMarkingBinned6ForADefaultIfNOrPro,LocusOfMarkingBinned6ForPOSSDefaultIfNOrPro,LocusOfMarkingBinned6ForBDefaultIfOther,LocusOfMarkingBinned6ForTDefaultIfOther,LocusOfMarkingBinned6ForADefaultIfOther,LocusOfMarkingBinned6ForBDefaultIfPro,LocusOfMarkingBinned6ForUDefaultIfSAP,LocusOfMarkingBinned6ForPOSSDefaultIf1PERS,LocusOfMarkingBinned6ForSDefaultIfSAP,LocusOfMarkingBinned6ForADefaultIfSAP,LocusOfMarkingBinned6ForUDefaultIf1PERS,LocusOfMarkingBinned6ForPOSSDefaultIfNKin,LocusOfMarkingBinned6ForUDefaultIfN,LocusOfMarkingBinned6ForUDefaultIfNAnim,LocusOfMarkingBinned6ForADefaultIfN
319,nyig1240,Nyigina,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,H+D,H+D,,H+D,,,,,,,,,,,,,,,,,,,D,,H,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,,,,,,,,,,,,,,,,,,,D,,H,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,,,,,,,,,,,,,,,,,,,D,,H,,,,,,,,,,,,,,,,,,,,,,,,
323,tega1236,Orig,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,H,H,,Ø,,,,,,,,,,,,H,,,,,,,D,D,,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,Ø,,,,,,,,,,,,H,,,,,,,D,D,,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,Ø,,,,,,,,,,,,H,,,,,,,D,D,,,,,,,,,,,,,,,,,,,,,,,,,
324,east2652,Oromo,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,,H+D,H+D,,Ø,,,,,Ø,,,,,,,,,,,,,,F,D,,,,F+D,Ø,,,,,,,,,,,,,,,,,,,,,,2,2,,Ø,,,,,Ø,,,,,,,,,,,,,,FloatingorClitic,D,,,,2,Ø,,,,,,,,,,,,,,,,,,,,,,2,2,,Ø,,,,,Ø,,,,,,,,,,,,,,F,D,,,,2,Ø,,,,,,,,,,,,,,,,,,,,
325,osse1243,Ossetic,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,H+D,H+D,,H+D,,,,,H+D,,,,,,,,,,,,,,D,,d on h,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,,,,,2,,,,,,,,,,,,,,D,,FloatingorClitic,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,,,,,2,,,,,,,,,,,,,,D,,D on H,,,,,,,,,,,,,,,,,,,,,,,,
326,paez1247,Paez,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,H+D,H+D,,D,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,D,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,D,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,
327,paiw1248,Paiwan,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,H+D,H+D,,H+D,,,,,H+D,,,,,,,,,,,,,,h+D,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,,,,,2,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,,,,,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
329,paum1247,Paumarí,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,H+D,H+D,,H+D,,,,,D,,,,,,,,,,,,,,H,,,,,H,,H,H,D,,,,,,,,,,,,,,,,,,,2,2,,2,,,,,D,,,,,,,,,,,,,,H,,,,,H,,H,H,D,,,,,,,,,,,,,,,,,,,2,2,,2,,,,,D,,,,,,,,,,,,,,H,,,,,H,,H,H,D,,,,,,,,,,,,,,,,,
331,pawn1254,Pawnee,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,H,H,,H,,,,H,H,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,H,H,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,H,H,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,
332,pipi1250,Pipil,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,H,H,,H,,,,,Ø,,,,,,,,,,,,,,H,,,,,,,,,,,,,,H,,,,,,,,,,,,,,H,H,,H,,,,,Ø,,,,,,,,,,,,,,H,,,,,,,,,,,,,,H,,,,,,,,,,,,,,H,H,,H,,,,,Ø,,,,,,,,,,,,,,H,,,,,,,,,,,,,,H,,,,,,,,,,,,
333,pira1253,Pirahã,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Ø,Ø,,Ø,,,,,,,,,,,,,,,,,,,Ø,Ø,,H,,,,,,,,,,,,,,,,,,,,,,,,,Ø,Ø,,Ø,,,,,,,,,,,,,,,,,,,Ø,Ø,,H,,,,,,,,,,,,,,,,,,,,,,,,,Ø,Ø,,Ø,,,,,,,,,,,,,,,,,,,Ø,Ø,,H,,,,,,,,,,,,,,,,,,,,,,,
337,kich1262,Quiche,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,H,H,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,quil1240,Quileute,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,H+D,H+D,,H+D,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,
340,russ1263,Russian,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,H+D,H+D,H+D,,D,,D,,D,D,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,D,,D,,D,D,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,D,,D,,D,D,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,sahu1245,Sahu,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,H,H,,H,,,,,D,,,,,,,,,,,,,,H,Ø,D,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,,D,,,,,,,,,,,,,,H,Ø,D,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,,D,,,,,,,,,,,,,,H,Ø,D,,,,,,,,,,,,,,,,,,,,,,,,
345,salt1242,Salt-Yui,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,H,H,,Ø,,,,,D,,,,,,,,,,,,,,Ø,Ø,H,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,Ø,,,,,D,,,,,,,,,,,,,,Ø,Ø,H,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,Ø,,,,,D,,,,,,,,,,,,,,Ø,Ø,H,,,,,,,,,,,,,,,,,,,,,,,,
347,sand1273,Sandawe,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,H,H,,Ø,,,,,,,,,,,,,,,,,,,Ø,,,,,H,,H+D,H+D,H+D,,,,,,,,,,,,,,,,,,,H,H,,Ø,,,,,,,,,,,,,,,,,,,Ø,,,,,H,,2,2,2,,,,,,,,,,,,,,,,,,,H,H,,Ø,,,,,,,,,,,,,,,,,,,Ø,,,,,H,,2,2,2,,,,,,,,,,,,,,,,,
348,sanu1240,Sanuma,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,,h+D,Ø,,h,,,,,,,,,,,,,,,,,,,D,Ø,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,D,Ø,,H,,,,,,,,,,,,,,,,,,,D,Ø,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,2,Ø,,H,,,,,,,,,,,,,,,,,,,D,Ø,Ø,,,,,,,,,,,,,,,,,,,,,,,,
350,nucl1632,Sentani,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,H,H,,H,,,,,H+D,,,,,,,H+D,,,,,,,Ø,Ø,D,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,,2,,,,,,,2,,,,,,,Ø,Ø,D,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,,2,,,,,,,2,,,,,,,Ø,Ø,D,,,,,,,,,,,,,,,,,,,,,,,,
352,shua1257,Shuar,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,H+D,H+D,,H+D,,,,,,,,,,,,,,,,,,,H+D,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
354,nort2942,Slave,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,H,H,,H,,,,,,,,,,,,,,,,,,,hh,Ø,,,h+d on h,,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,,,,,,,,,,,,,,,,H,Ø,,,FloatingorClitic,,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,,,,,,,,,,,,,,,,H,Ø,,,D on H,,,,,,,,,,,,,,,,,,,,,,
356,sout2985,Miwok (Southern Sierra),TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,H+D,H+D,,H+D,,,,,D,,,,,,,,,,,,,,H+D,D,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,,,,,D,,,,,,,,,,,,,,2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,,,,,D,,,,,,,,,,,,,,2,D,,,,,,,,,,,,,,,,,,,,,,,,,
357,squa1248,Squamish,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,H+D,H+D,,H+D,,,,,,,,,,,,,,,,,,,H,Ø,,,,D,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,,,,,,,,,,,,,,,,,,,H,Ø,,,,D,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,,,,,,,,,,,,,,,,,,,H,Ø,,,,D,,,,,,,,,,,,,,,,,,,,,
358,suen1241,Suena,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,H,H,,Ø,,,,,D,,,,,,,,,,,,,,D,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,Ø,,,,,D,,,,,,,,,,,,,,D,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,Ø,,,,,D,,,,,,,,,,,,,,D,Ø,,,,,,,,,,,,,,,,,,,,,,,,,
359,sulk1246,Sulka,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,H,H,,Ø,,,,,,,,,,,,,,,,,,,H,D,,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,Ø,,,,,,,,,,,,,,,,,,,H,D,,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,Ø,,,,,,,,,,,,,,,,,,,H,D,,,,,,,,,,,,,,,,,,,,,,,,,
361,swah1253,Swahili,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,H,H,,H,,,,H,,,,,,,,Ø,,,,,,,DD,D,,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,H,,,,,,,,Ø,,,,,,,D,D,,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,H,,,,,,,,Ø,,,,,,,D,D,,,,,,,,,,,,,,,,,,,,,,,,,
362,taga1270,Tagalog,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,H+D,H+D,,H+D,,,,,,H+D,,,,,,,H+D,H+D,H+D,H+D,,,F,F,D,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,,,,,,2,,,,,,,2,2,2,2,,,FloatingorClitic,FloatingorClitic,D,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,,,,,,2,,,,,,,2,2,2,2,,,F,F,D,,,,,,,,,,,,,,,,,,,,,,,,
363,take1257,Takelma,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,H,H,,H,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,
364,kula1280,Tanglapui,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,H,H,,H,,,,,,,,,,,,,,,,,,,H,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,,,,,,,,,,,,,,,,H,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,,,,,,,,,,,,,,,,H,Ø,,,,,,,,,,,,,,,,,,,,,,,,,
365,pure1242,Tarascan,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,H+D,H+D,,D,,,,,D,,,,,,,F,,,,,,,D,D,,,,,,,,,,,,,multiple,,,,,,,,,,,,,,2,2,,D,,,,,D,,,,,,,FloatingorClitic,,,,,,,D,D,,,,,,,,,,,,,multiple,,,,,,,,,,,,,,2,2,,D,,,,,D,,,,,,,F,,,,,,,D,D,,,,,,,,,,,,,multiple,,,,,,,,,,,,
367,tauy1241,Tauya,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,H+D,H+D,,H+D,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,
368,tawa1275,Tawala,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,H,H,,H,,,,,,,,,,,,,,,,,,,H,,,,,D,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,,,,,,,,,,,,,,,,H,,,,,D,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,,,,,,,,,,,,,,,,H,,,,,D,,,,,,,,,,,,,,,,,,,,,
369,tehi1237,Tehit,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,H,H,,Ø,,,,,D,,,,,,,,,,,,,,H,,,,,D,,,,,,,,,,,,,,,,,,,,,,,H,H,,Ø,,,,,D,,,,,,,,,,,,,,H,,,,,D,,,,,,,,,,,,,,,,,,,,,,,H,H,,Ø,,,,,D,,,,,,,,,,,,,,H,,,,,D,,,,,,,,,,,,,,,,,,,,,
370,tele1256,Telefol,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,H,H,,h,,,,,D,,,,,,,Ø,,,,,,,H,Ø,D,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,,D,,,,,,,Ø,,,,,,,H,Ø,D,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,,D,,,,,,,Ø,,,,,,,H,Ø,D,,,,,,,,,,,,,,,,,,,,,,,,
373,tera1251,Tera,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,Ø,Ø,,Ø,H,,,,D,,,,,,,,,,,,,,D,Ø,,,,,,,,H,Ø,,,,,,H,,,,,,,,,,,,Ø,Ø,,Ø,H,,,,D,,,,,,,,,,,,,,D,Ø,,,,,,,,H,Ø,,,,,,H,,,,,,,,,,,,Ø,Ø,,Ø,H,,,,D,,,,,,,,,,,,,,D,Ø,,,,,,,,H,Ø,,,,,,H,,,,,,,,,,
374,thai1261,Thai,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Ø,Ø,,Ø,,,,,,,,,,,,,,,,,,,D,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,,Ø,Ø,,Ø,,,,,,,,,,,,,,,,,,,D,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,,Ø,Ø,,Ø,,,,,,,,,,,,,,,,,,,D,Ø,,,,,,,,,,,,,,,,,,,,,,,,,
375,tibe1272,Tibetan (Standard Spoken),FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,h+D,D,,,,,h+D,h+D,D,D,D,,,,,,,,,,,D,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,D,,,,,D,D,D,D,D,,,,,,,,,,,D,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,D,,,,,2,2,D,D,D,,,,,,,,,,,D,Ø,,,,,,,,,,,,,,,,,,,,,,,,,
377,timu1245,Timucua,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,H,H,,H,,,,,,,,,,,,,,,,,,,H,,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,,,,,,,,,,,,,,,,H,,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,,,,,,,,,,,,,,,,H,,Ø,,,,,,,,,,,,,,,,,,,,,,,,
