"LID","BehaviorCase.binned4","BehaviorNeg.binned4","BehaviorNounPlural.binned4","BehaviorTense.binned4","BehaviorCase.spreading.Presence","BehaviorNeg.spreading.Presence","BehaviorNounPlural.spreading.Presence","BehaviorTense.spreading.Presence","BehaviorCase","BehaviorNeg","BehaviorNounPlural","BehaviorTense","PolyexponentialityCase.Presence","PolyexponentialityNegation.Presence","PolyexponentialityNounPlural.Presence","PolyexponentialityTense.Presence","ExponentialityCase.n","ExponentialityNegation.n","ExponentialityNounPlural.n","ExponentialityTense.n","ExponentialityCase","ExponentialityNegation","ExponentialityNounPlural","ExponentialityTense","FlexivityFormativeCase","FlexivityFormativeNeg","FlexivityFormativeNounPlural","FlexivityFormativeTense","FusionCase.binned.binned6","FusionNegation.binned.binned6","FusionNounPlural.binned.binned6","FusionTense.binned.binned6","FusionCase","FusionNegation","FusionNounPlural","FusionTense","FusionCase.isolating.Presence","FusionNegation.isolating.Presence","FusionNounPlural.isolating.Presence","FusionTense.isolating.Presence","FusionCase.nonlinear.Presence","FusionNegation.nonlinear.Presence","FusionNounPlural.nonlinear.Presence","FusionTense.nonlinear.Presence","FusionCase.reduplicative.Presence","FusionNegation.reduplicative.Presence","FusionNounPlural.reduplicative.Presence","FusionTense.reduplicative.Presence","FusionCase.tonal.Presence","FusionNegation.tonal.Presence","FusionNounPlural.tonal.Presence","FusionTense.tonal.Presence","MorphemeTypeCase","MorphemeTypeNeg","PositionCase.post.Presence","PositionNeg.post.Presence","PositionNounPlural.post.Presence","PositionTense.post.Presence","PositionCase.binned4","PositionNeg.binned4","PositionNounPlural.binned4","PositionTense.binned4","PositionCase.binned5","PositionNeg.binned5","PositionNounPlural.binned5","PositionTense.binned5","PositionCase","PositionNeg","PositionNounPlural","PositionTense","PositionCase.pre.Presence.v1","PositionNeg.pre.Presence.v1","PositionNounPlural.pre.Presence.v1","PositionTense.pre.Presence.v1","PositionCase.pre.Presence.v2","PositionNeg.pre.Presence.v2","PositionNounPlural.pre.Presence.v2","PositionTense.pre.Presence.v2","PositionCase.simul.Presence.v1","PositionNeg.simul.Presence.v1","PositionNounPlural.simul.Presence.v1","PositionTense.simul.Presence.v1","PositionCase.simul.Presence.v2","PositionNeg.simul.Presence.v2","PositionNounPlural.simul.Presence.v2","PositionTense.simul.Presence.v2","HostRestrictionsCase","HostRestrictionsNegation","HostRestrictionsNounPlural","HostRestrictionsTense","FlexivityStemCase","FlexivityStemNeg","FlexivityStemNounPlural","FlexivityStemTense"
136,,,,,,FALSE,,,,"inert",,,FALSE,FALSE,FALSE,,1,1,1,,"Role","Polarity","Number",,,"none",,,,"concatenative",,,,"concatenative",,,,FALSE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,"formative",,TRUE,TRUE,,,"post","post",,,"post","post",,,"post","post",,,FALSE,FALSE,,,FALSE,FALSE,,,FALSE,FALSE,,,FALSE,FALSE,,"restricted","restricted",,,,"none",,
118,"final",,,,FALSE,FALSE,,FALSE,"final","inert",,"inert",FALSE,TRUE,,FALSE,1,2,0,1,"Role","PolarityHonorificity",,"TAM","none","none",,"none","concatenative","concatenative",,"concatenative","concatenative","concatenative",,"concatenative",FALSE,FALSE,,FALSE,"linear","linear",,"linear","non-reduplicative","non-reduplicative",,"non-reduplicative",FALSE,FALSE,,FALSE,"formative","formative",TRUE,TRUE,,TRUE,"post","post",,"post","post","post",,"post","post","post",,"post",FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,"restricted","restricted","restricted","restricted","none","none",,"none"
456,,,,,,FALSE,FALSE,,,"inert","inert",,FALSE,FALSE,FALSE,FALSE,1,1,1,1,"Role","Polarity","Number","Tense",,"none",,,"concatenative","concatenative","concatenative","concatenative","concatenative","concatenative","concatenative","concatenative",FALSE,FALSE,FALSE,FALSE,"linear","linear","linear","linear","non-reduplicative","non-reduplicative","non-reduplicative","non-reduplicative",FALSE,FALSE,FALSE,FALSE,"formative","formative",TRUE,FALSE,TRUE,TRUE,"post","prae","post","post","post","prae","post","post","post","prae","post","post",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"restricted",,,"none","none",,"lex-based"
171,"initial","initial",,,FALSE,FALSE,,FALSE,"initial","initial",,"inert",FALSE,FALSE,FALSE,FALSE,1,1,1,1,"Role","Polarity","Number","TAM",,"none",,"none","isolating","isolating","concatenative","concatenative","isolating","isolating","concatenative","concatenative",TRUE,TRUE,FALSE,FALSE,"linear","linear","linear","linear","non-reduplicative","non-reduplicative","non-reduplicative","non-reduplicative",FALSE,FALSE,FALSE,FALSE,"any","formative",FALSE,FALSE,TRUE,TRUE,"prae","prae","post","post","prae","prae","post","post","prae","prae","post","post",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"restricted","restricted","restricted",,"none",,"none"
17,,,,,,FALSE,,,,"inert",,,FALSE,,FALSE,,1,0,1,,"Role",,"Number",,"cat-based",,,,"concatenative","concatenative",,,"concatenative","concatenative",,,FALSE,FALSE,,,"linear","linear",,,"non-reduplicative","non-reduplicative",,,FALSE,FALSE,,,"formative","formative",TRUE,FALSE,TRUE,,"post","prae","post",,"post","prae","post",,"post","prae","post",,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,"none",,,
682,,,,,,,,,,,,,FALSE,,,,1,,,,"Role",,,,"none",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restricted",,,,"none",,,
1063,,,,,,,,,,,,,FALSE,,,,1,,,,"Role",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restricted",,,,,,,
299,,,"spreading",,,FALSE,TRUE,FALSE,,"inert","spreading","inert",FALSE,FALSE,FALSE,FALSE,1,1,1,1,"Role","Polarity","Number","Tense","cat-based","none","lex-based","none","tonal","concatenative","replacive","concatenative","tonal","concatenative","replacive","concatenative",FALSE,FALSE,FALSE,FALSE,"nonlinear","linear","nonlinear","linear","non-reduplicative","non-reduplicative","non-reduplicative","non-reduplicative",TRUE,FALSE,FALSE,FALSE,"formative","formative",,FALSE,TRUE,FALSE,,"prae","post","prae",,"prae","post","prae",,"prae","post","prae",,TRUE,FALSE,TRUE,,TRUE,FALSE,TRUE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,"semi-restricted","restricted","semi-restricted","restricted","none","none","none","none"
2980,,,,,,,,,,,,,FALSE,,,,1,,,,"Role",,,,,,,,"concatenative",,,,"concatenative",,,,FALSE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,"formative",,TRUE,,,,"post",,,,"post",,,,"post",,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,,
503,"spreading",,,,TRUE,,,FALSE,"spreading",,,"inert",TRUE,,,FALSE,2,,,1,"RoleNumber",,,"TA",,,,,,,,"concatenative","concatenative_or_suppletive",,,"concatenative",,,,FALSE,,,,"linear",,,,"non-reduplicative",,,,FALSE,"formative",,TRUE,,,TRUE,"post",,,"post","post",,,"post","post",,,"post",FALSE,,,FALSE,FALSE,,,FALSE,FALSE,,,FALSE,FALSE,,,FALSE,"semi-restricted",,,"restricted",,,,
2657,,,,,,,,,,,,,FALSE,,,,1,,,,"Role",,,,"lex-based",,,,"concatenative",,,,"concatenative",,,,FALSE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,"formative",,TRUE,,,,"post",,,,"post",,,,"post",,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,"none",,,
112,,,,,,FALSE,FALSE,,,"inert","inert",,FALSE,FALSE,,FALSE,1,1,0,1,"Role","Polarity",,"TAM",,"none",,,"concatenative","concatenative","concatenative","concatenative","concatenative","isolating_then_concatenative","concatenative","concatenative",FALSE,FALSE,FALSE,FALSE,"linear","linear","linear","linear","non-reduplicative","non-reduplicative","non-reduplicative","non-reduplicative",FALSE,FALSE,FALSE,FALSE,"formative","formative",TRUE,FALSE,TRUE,TRUE,"post","in/simul","post","post","post","simul","post","post","post","circum","post","post",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,"restricted",,,,"none",,
361,,,,,,,,FALSE,,,,"inert",FALSE,,,FALSE,1,,,1,"Role",,,"TAM",,,,"none",,,,"concatenative",,,,"concatenative",,,,FALSE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,,,FALSE,,,,"prae",,,,"prae",,,,"prae",,,,TRUE,,,,TRUE,,,,FALSE,,,,FALSE,"restricted",,,"restricted",,,,"none"
576,,,,,,FALSE,,,,"inert",,,FALSE,FALSE,,TRUE,1,1,0,3,"Role","Polarity",,"TAMNumberPerson",,"cat-based",,"cat-based",,"concatenative",,"isolating",,"concatenative",,"isolating",,FALSE,,TRUE,,"linear",,"linear",,"non-reduplicative",,"non-reduplicative",,FALSE,,FALSE,,"formative",,TRUE,,TRUE,,"post",,"post",,"post",,"post",,"post",,"post",,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,"restricted","restricted","restricted",,,"none",,
527,"final",,,,FALSE,,,,"final",,,,TRUE,,,FALSE,2,,,1,"RoleReferential",,,"Tense","none",,,,"concatenative",,,"concatenative","concatenative",,,"concatenative",FALSE,,,FALSE,"linear",,,"linear","non-reduplicative",,,"non-reduplicative",FALSE,,,FALSE,"formative",,TRUE,,,TRUE,"post",,,"post","post",,,"post","post",,,"post",FALSE,,,FALSE,FALSE,,,FALSE,FALSE,,,FALSE,FALSE,,,FALSE,"restricted",,,,"none",,,
21,"initial",,,,FALSE,,,,"initial",,,,TRUE,,,,2,,,,"RoleReferential",,,,,,,,"concatenative",,,,"concatenative",,,,FALSE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,"formative",,TRUE,,,,"post",,,,"post",,,,"post",,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,,
438,,"final",,,,FALSE,,,,"final",,,FALSE,FALSE,,,1,1,0,0,"Role","Polarity",,,,"none",,,,"isolating",,,,"isolating",,,,TRUE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,"formative",,TRUE,,,,"post",,,,"post",,,"not applicable","post",,"not applicable",FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,,,FALSE,,,"restricted","restricted","restricted","restricted",,"none",,
2016,"final",,,,FALSE,,,,"final",,,,FALSE,,,,1,,,,"Role",,,,"none",,,,"concatenative",,,,"concatenative",,,,FALSE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,"formative",,TRUE,,,,"post",,,,"post",,,,"post",,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,"restricted",,,,"none",,,
2797,"final",,,,FALSE,FALSE,FALSE,,"final","inert","inert",,FALSE,FALSE,FALSE,,1,1,1,,"Role","Polarity","Number",,"none","none","lex-based",,"concatenative","concatenative","concatenative",,"concatenative","concatenative","concatenative",,FALSE,FALSE,FALSE,,"linear","linear","linear",,"non-reduplicative","non-reduplicative","non-reduplicative",,FALSE,FALSE,FALSE,,"formative","formative",TRUE,FALSE,TRUE,,"post","prae","post",,"post","prae","post",,"post","prae","post",,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,"restricted","restricted",,,"none","none",,
15,,,,,,,,,,,,,FALSE,,,,1,,,,"Role",,,,"lex-based",,,,"stem",,,,"ablaut",,,,FALSE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,"formative",,,,,,"in/simul",,,,"in",,,,"in",,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,"lex-based",,,
660,,"initial","initial",,,FALSE,FALSE,,,"initial","initial",,FALSE,FALSE,TRUE,FALSE,1,1,4,1,"Role","Polarity","NumberGenderRoleDeixis","Tense","none","none","lex-based",,"concatenative","isolating","isolating","concatenative","concatenative","isolating","isolating","concatenative",FALSE,TRUE,TRUE,FALSE,"linear","linear","linear","linear","non-reduplicative","non-reduplicative","non-reduplicative","non-reduplicative",FALSE,FALSE,FALSE,FALSE,"formative","formative",TRUE,FALSE,FALSE,TRUE,"post","prae","prae","post","post","prae","prae","post","post","prae","prae","post",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"restricted",,,"none","none",,
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,,,,,,FALSE,,,,"inert",,,,FALSE,FALSE,FALSE,0,1,1,1,"n/a","Polarity","Number","TAM",,"none","lex-based",,,"concatenative","concatenative","concatenative",,"concatenative","concatenative","concatenative",,FALSE,FALSE,FALSE,,"linear","linear","linear",,"non-reduplicative","non-reduplicative","non-reduplicative",,FALSE,FALSE,FALSE,,"formative",,TRUE,TRUE,TRUE,,"post","post","post",,"post","post","post",,"post","post","post",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,"restricted","restricted",,,,"none",,
435,,,,,,FALSE,,,,"inert",,,FALSE,FALSE,FALSE,TRUE,1,1,1,2,"Role","Polarity","Number","PersonNumber",,"none","lex-based","cat-based",,"isolating","concatenative","concatenative",,"isolating","concatenative","concatenative",,TRUE,FALSE,FALSE,,"linear","linear","linear",,"non-reduplicative","non-reduplicative","non-reduplicative",,FALSE,FALSE,FALSE,,"formative",,FALSE,TRUE,,,"prae","post",,,"prae","post",,,"prae","post",,,TRUE,FALSE,,,TRUE,FALSE,,,FALSE,FALSE,,,FALSE,FALSE,,"restricted","restricted",,,,"none",,"cat-based"
2997,,,,,,,,,,,,,FALSE,,,,1,,,,"Role",,,,"none",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"not applicable",,,,FALSE,,,,FALSE,,,,,,,,,,,,"restricted",,,,"none",,,
32,"final",,,,FALSE,FALSE,,FALSE,"final","inert",,"inert",FALSE,FALSE,FALSE,FALSE,1,1,1,1,"Role","Polarity","Number","TAM","none",,,,"concatenative","concatenative",,"concatenative","concatenative","concatenative",,"concatenative",FALSE,FALSE,,FALSE,"linear","linear",,"linear","non-reduplicative","non-reduplicative",,"non-reduplicative",FALSE,FALSE,,FALSE,"formative","formative",TRUE,FALSE,TRUE,TRUE,"post","prae","post","post","post","prae","post","post","post","prae","post","post",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"restricted","restricted",,"restricted","none",,,
79,,,,,,FALSE,,,,"inert",,,,FALSE,,TRUE,,1,,4,,"Polarity",,"TAMNumberRolePerson",,"none",,,,"isolating",,"concatenative",,"isolating",,"concatenative",,TRUE,,FALSE,,"linear",,"linear",,"non-reduplicative",,"non-reduplicative",,FALSE,,FALSE,,"formative",,TRUE,,,,"post",,,,"post",,,,"post (circum)",,,,FALSE,,,,FALSE,,,,TRUE,,,,FALSE,,,,"restricted",,,,"none",,
56,"final","initial","spreading",,FALSE,FALSE,TRUE,FALSE,"final","initial","stacking","inert",TRUE,TRUE,FALSE,FALSE,2,2,1,1,"RoleNumber","PolarityTA","Number","Tense","lex-based","cat-based",,"none","concatenative","isolating","concatenative","concatenative","concatenative","isolating","concatenative","concatenative",FALSE,TRUE,FALSE,FALSE,"linear","linear","linear","linear","non-reduplicative","non-reduplicative","non-reduplicative","non-reduplicative",FALSE,FALSE,FALSE,FALSE,"formative","formative",TRUE,FALSE,TRUE,FALSE,"post","prae","post","prae","post","prae","post","prae","post","prae","post","prae",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"restricted","restricted",,"restricted","none","none",,"none"
64,"final","initial",,,FALSE,FALSE,FALSE,,"final","initial","inert",,FALSE,,,,1,0,0,,"Role",,,,"lex-based","none",,,"concatenative","isolating","concatenative",,"concatenative","isolating","concatenative",,FALSE,TRUE,FALSE,,"linear","linear","linear",,"non-reduplicative","non-reduplicative","non-reduplicative",,FALSE,FALSE,FALSE,,"formative","formative",TRUE,FALSE,TRUE,,"post","prae","post",,"post","prae","post",,"post","prae","post",,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,"semi-restricted","restricted",,,"none","none",,
2641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,,,,,FALSE,FALSE,,,"inert","inert",,FALSE,FALSE,FALSE,,1,1,1,,"Role","Polarity","Number",,,"none",,,"concatenative","isolating","reduplicative",,"concatenative","isolating","reduplicative",,FALSE,TRUE,FALSE,,"linear","linear","nonlinear",,"non-reduplicative","non-reduplicative","reduplicative",,FALSE,FALSE,FALSE,,"formative","formative",TRUE,FALSE,,,"post","prae",,,"post","prae",,,"post","prae",,,FALSE,TRUE,,,FALSE,TRUE,,,FALSE,FALSE,,,FALSE,FALSE,,,"restricted","restricted",,,,"none",,
569,"initial","initial",,,FALSE,FALSE,,FALSE,"initial","initial",,"inert",FALSE,FALSE,,TRUE,1,1,0,4,"Role","Polarity",,"TAPersonRoleNumber","none","none",,"cat-based","concatenative","concatenative",,"concatenative","concatenative","concatenative",,"concatenative",FALSE,FALSE,,FALSE,"linear","linear",,"linear","non-reduplicative","non-reduplicative",,"non-reduplicative",FALSE,FALSE,,FALSE,"PoSWd","formative",FALSE,FALSE,FALSE,TRUE,"prae","prae","in/simul","post","prae","prae","simul","post","prae","prae","simul","post",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"restricted","restricted",,"restricted","none","none",,"lex-based"
2982,,,,,,,,,,,,,FALSE,,,,1,,,,"Role",,,,"none",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restricted",,,,"none",,,
141,,,,,,,FALSE,,,,"inert",,FALSE,,FALSE,FALSE,1,0,1,1,"Role",,"Number","Tense",,,,,"concatenative",,"concatenative","concatenative","concatenative",,"concatenative","concatenative",FALSE,,FALSE,FALSE,"linear",,"linear","linear","non-reduplicative",,"non-reduplicative","non-reduplicative",FALSE,,FALSE,FALSE,"formative",,TRUE,,TRUE,TRUE,"post",,"post","post","post",,"post","post","post",,"post","post",FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,
86,,,,,,FALSE,,,,"inert",,,,FALSE,FALSE,TRUE,,1,1,3,,"Polarity","Number","TensePersonNumber",,"none","lex-based",,,"isolating","concatenative","concatenative",,"isolating","concatenative","concatenative",,TRUE,FALSE,FALSE,,"linear","linear","linear",,"non-reduplicative","non-reduplicative","non-reduplicative",,FALSE,FALSE,FALSE,,"formative",,FALSE,TRUE,TRUE,,"prae","post","post",,"prae","post","post",,"prae","post","post",,TRUE,FALSE,FALSE,,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,"restricted",,,,"none",,"cat-based"
571,,,,,FALSE,,FALSE,FALSE,"inert",,"inert","inert",FALSE,,FALSE,FALSE,1,,1,1,"Role",,"Number","TAM",,,"lex-based",,"concatenative",,"concatenative","stem","concatenative",,"concatenative_and_ablaut","ablaut",FALSE,,FALSE,FALSE,"linear",,"nonlinear","linear","non-reduplicative",,"non-reduplicative","non-reduplicative",FALSE,,FALSE,FALSE,"formative",,FALSE,,TRUE,,"prae",,"post","in/simul","prae",,"post","in","prae",,"post","in",TRUE,,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,"restricted",,,"restricted",,,,
325,,,,,,,,,,,,,,,FALSE,,,0,1,,,,"Number",,,,,,,"isolating",,,,"isolating",,,,TRUE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,"formative",,FALSE,TRUE,,,"prae","split",,,"prae","split",,,"prae","in/post",,,TRUE,FALSE,,,TRUE,FALSE,,,FALSE,FALSE,,,FALSE,FALSE,,,"restricted",,,,,,
23,"spreading",,,,TRUE,FALSE,,,"spreading","inert",,,FALSE,FALSE,,,1,1,,,"Role","Polarity",,,"lex-based",,,,"concatenative","concatenative",,,"concatenative","concatenative",,,FALSE,FALSE,,,"linear","linear",,,"non-reduplicative","non-reduplicative",,,FALSE,FALSE,,,"formative","formative",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restricted","restricted",,,"none",,,
188,,,,,,FALSE,,,,"inert",,,FALSE,FALSE,FALSE,FALSE,1,1,1,1,"Role","Polarity","Number","TAM",,,,,"concatenative","isolating",,"concatenative","concatenative","isolating",,"concatenative",FALSE,TRUE,,FALSE,"linear","linear",,"linear","non-reduplicative","non-reduplicative",,"non-reduplicative",FALSE,FALSE,,FALSE,"formative","formative",,FALSE,TRUE,,,"prae","post",,,"prae","post",,,"prae","post",,,TRUE,FALSE,,,TRUE,FALSE,,,FALSE,FALSE,,,FALSE,FALSE,,,"restricted",,,,,,
583,,,,,,,,FALSE,,,,"inert",,,,TRUE,0,,,5,"n/a",,,"TARoleVoicePersonNumber",,,,"lex-based",,,,"stem",,,,"ablaut",,,,FALSE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,,,,,,,"in/simul",,,,"in",,,,"in",,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,"restricted",,,,,,,"lex-based"
78,,,,,,FALSE,FALSE,FALSE,,"inert","inert","inert",TRUE,,FALSE,FALSE,2,0,1,1,"RoleNumber",,"Number","TM",,,"cat-based",,"concatenative","isolating","concatenative","concatenative","concatenative","isolating","concatenative","concatenative",FALSE,TRUE,FALSE,FALSE,"linear","linear","linear","linear","non-reduplicative","non-reduplicative","non-reduplicative","non-reduplicative",FALSE,FALSE,FALSE,FALSE,"formative","PoSWd",TRUE,FALSE,TRUE,TRUE,"post","prae","post","post","post","prae","post","post","post","prae","post","post",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"restricted",,"restricted",,,,
360,"final",,,,FALSE,,,,"final",,,,FALSE,,,,1,,,,"Role",,,,"none",,,,"concatenative",,,,"concatenative",,,,FALSE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,"formative",,TRUE,,,,"post",,,,"post",,,,"post",,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,"restricted",,,,"none",,,
49,"spreading",,,,TRUE,,,,"spreading",,,,FALSE,,,,1,,,,"Role",,,,,,,,"concatenative",,,,"concatenative",,,,FALSE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,"formative",,TRUE,,,,"post",,,,"post",,,,"post",,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,,,
139,,,,,,,,,,,,,,FALSE,FALSE,,,1,1,,,"Polarity","Number",,,,,,,"isolating",,,,"isolating",,,,TRUE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,"PoSWd",,,TRUE,,,,"post",,,,"post",,,,"post",,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,,,,,,
114,"spreading",,,,TRUE,FALSE,,,"spreading","inert",,,FALSE,FALSE,FALSE,FALSE,1,1,1,1,"Role","Polarity","Number","TAM",,,"lex-based","none","concatenative","concatenative","concatenative","concatenative","concatenative","concatenative","concatenative","concatenative",FALSE,FALSE,FALSE,FALSE,"linear","linear","linear","linear","non-reduplicative","non-reduplicative","non-reduplicative","non-reduplicative",FALSE,FALSE,FALSE,FALSE,"formative","formative",TRUE,TRUE,TRUE,,"post","post","post",,"post","post","post",,"post","post","post",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,"restricted",,,,,"lex-based","cat-based"
2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,,,,,,,,,,,,FALSE,,,,1,,,,"Role",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restricted",,,,,,,
205,,,,,,FALSE,,,,"inert",,,TRUE,FALSE,FALSE,FALSE,2,1,1,1,"RoleNumber","Polarity","Number","Tense",,"none",,,"concatenative","isolating",,"concatenative","concatenative","isolating",,"concatenative",FALSE,TRUE,,FALSE,"linear","linear",,"linear","non-reduplicative","non-reduplicative",,"non-reduplicative",FALSE,FALSE,,FALSE,"formative","PoSWd",TRUE,FALSE,TRUE,TRUE,"post","in/simul","post","post","post","simul","post","post","post","circum","post","post",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,"restricted",,,"cat-based","none",,
6,"final",,,,FALSE,FALSE,,,"final","inert",,,FALSE,,FALSE,,1,0,1,,"Role",,"Number",,"none",,"lex-based",,"concatenative","concatenative","concatenative",,"concatenative","concatenative","concatenative",,FALSE,FALSE,FALSE,,"linear","linear","linear",,"non-reduplicative","non-reduplicative","non-reduplicative",,FALSE,FALSE,FALSE,,"formative","formative",TRUE,TRUE,TRUE,,"post","post","post",,"post","post","post",,"post","post","post",,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,"restricted","unrestricted","restricted",,"none",,,
129,,"initial",,,,FALSE,,,,"initial",,,,FALSE,FALSE,TRUE,,1,1,3,,"Polarity","Number","TANumberGender",,"none",,,,"isolating","concatenative","concatenative",,"isolating","concatenative","concatenative",,TRUE,FALSE,FALSE,,"linear","linear","linear",,"non-reduplicative","non-reduplicative","non-reduplicative",,FALSE,FALSE,FALSE,,"formative",,FALSE,TRUE,FALSE,,"prae","post","split",,"prae","post","split",,"prae","post","in/prae",,TRUE,FALSE,TRUE,,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,"semi-restricted","restricted",,,"none",,
1660,,,,,,,,,,,,,FALSE,,,,1,,,,"Role",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restricted",,,,,,,
2824,"final",,,,FALSE,,,,"final",,,,FALSE,,,,1,,,,"Role",,,,,,,,"concatenative",,,,"concatenative",,,,FALSE,,,,"linear",,,,"non-reduplicative",,,,FALSE,,,,"formative",,TRUE,,,,"post",,,,"post",,,,"post",,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,"restricted",,,,,,,
