"LID","NPAgrCat","NPAlienability.Presence","NPAlienabilityType","NPHeadSemConstraints","NPMarking.binned5","NPDepCatConstraints","NPHeadSemClassSize.n","NPMarkersLabel","NPMarking.binned4","NPHeadlessness","NPMarking.overt.Presence","NPMarking","NPLabel","NPDepSemConstraints.binned4","NPDepSemConstraints","NPHeadSemConstraints.Presence","NPHeadSemSpecial","NPWordOrder"
791,,,,,"juxtaposition","Adj",0,"",,,FALSE,"Juxtaposition",947,,,,,"Dependent-Head"
2824,,,,,,"Adj",0,"",,,,,642,,,,,"Head-Dependent"
432,,TRUE,"default",,,"Pro",0,"","agreement/class marker",,TRUE,"Pronominal agreement",519,,,,,
339,,FALSE,"neutral",,,,0,"","agreement/class marker",,TRUE,"Dep-driven agreement",566,,,,,
2657,,,,,"agreement","Adj",0,"","agreement/class marker",,TRUE,"Modifier-headed possessor agreement",862,,,,,"Head-Dependent"
125,,,,,,,0,"",,,,,842,,,,,
72,,TRUE,"alienable",,,,0,"","government",,TRUE,"Governed",544,,,,,"Dependent-Head"
155,,,,,"agreement","Adj",0,"","agreement/class marker",,TRUE,"Head-driven agreement",966,,,,,
423,,FALSE,"neutral",,,"Pro",0,"361",,,,,341,,,,,"Dependent-Head"
34,,,,,"agreement","Adj",0,"","agreement/class marker",,TRUE,"Head-driven agreement",530,,,,,
53,,,,,,,0,"","agreement/class marker",,TRUE,"Dep-driven agreement",564,,,,,
388,,FALSE,"neutral",,,,0,"","agreement/class marker",,TRUE,"Dep-driven agreement",560,,,,,
53,,,,,"juxtaposition","Adj",0,"",,,FALSE,"Juxtaposition",651,,,,,"Head-Dependent"
116,,,,,"agreeing construct","Adj",0,"","construct markers",,TRUE,"Anti-construct state agreement",936,,,,,
399,,FALSE,"neutral",,,,0,"420","agreement/class marker",,TRUE,"Dep-driven agreement",311,,,,,
970,,,,,"agreement","Adj",0,"","agreement/class marker",,TRUE,"Head-driven agreement",977,,,,,
2193,,,,,"juxtaposition","Adj",0,"",,"OK",FALSE,"Juxtaposition",1015,,,,,"Dependent-Head"
609,,,,,"agreement","Adj",0,"","agreement/class marker",,TRUE,"Head-driven agreement",921,,,,,
124,,,,,"juxtaposition","Adj",0,"",,"OK",FALSE,"Juxtaposition",1011,,,,,"Dependent-Head"
935,,,,,"juxtaposition","Adj",0,"",,,FALSE,"Juxtaposition",870,,,,,"Head-Dependent"
319,,TRUE,"alienable",,,,0,"",,,,,227,,,,,
2536,,,,,"juxtaposition","Adj",0,"",,,FALSE,"Juxtaposition",890,,,,,
583,,,,,"agreement","Adj",0,"1556","agreement/class marker",,TRUE,"Head-driven agreement",497,,,,,"Head-Dependent"
1807,,,,,"agreement","Adj",0,"","agreement/class marker",,TRUE,"Head-driven agreement",553,,,,,
56,,,,,"agreement","Adj",0,"","agreement/class marker",,TRUE,"Head-driven agreement",888,,,,,"Dependent-Head"
2726,,,,,"agreement","Adj",0,"","agreement/class marker",,TRUE,"Head-driven agreement",898,,,,,
612,,,,,,"Adj",0,"",,,,"Incorporation",891,,,,,"Dependent-Head"
1440,,,,,"agreeing construct","Adj",0,"","construct markers","OK",TRUE,"Anti-construct state agreement",903,,,,,"Dependent-Head"
188,,FALSE,"neutral",,"juxtaposition","Adj",0,"",,,FALSE,"Juxtaposition",621,,,,,"Dependent-Head"
646,,TRUE,"default",,"juxtaposition","Pro",0,"",,,FALSE,"Juxtaposition",509,,,,,"Dependent-Head"
515,,FALSE,"neutral",,,"Pro",0,"465","agreement/class marker",,TRUE,"Dep-driven agreement",32,,,,,"Head-Dependent"
1763,,FALSE,"neutral",,"juxtaposition","Adj",0,"",,"OK",FALSE,"Juxtaposition",1018,,,,,"Dependent-Head"
86,,,,,"juxtaposition","Adj",0,"",,,FALSE,"Juxtaposition",937,,,,,"Dependent-Head"
177,,TRUE,"alienable",,,"N_or_Pro",0,"311",,,,,180,,,,,
461,,,,,,"Adj",0,"",,,FALSE,"Compound",861,,,,,"Head-Dependent"
146,,FALSE,"neutral",,,,0,"","agreement/class marker",,TRUE,"Dep-driven agreement",536,,,,,
611,,,,,"juxtaposition","Adj",0,"",,"OK",FALSE,"Juxtaposition",1009,,,,,"Dependent-Head"
2994,,,,,,,0,"","agreement/class marker",,TRUE,"Dep-driven agreement",877,,,,,"Head-Dependent"
456,,FALSE,"neutral",,,"Pro",0,"446","agreement/class marker",,TRUE,"Pronominal agreement",240,,,,,
2577,,,,,"agreeing construct","Adj",0,"","construct markers",,TRUE,"Anti-construct state agreement",975,,,,,
499,,FALSE,"neutral",,,"N_or_Pro",0,"","mixed",,TRUE,"Head-driven agr. + Governed",484,,,,,
460,,FALSE,"neutral",,,,0,"","agreement/class marker",,TRUE,"Dep-driven agreement",114,,,,,
180,,FALSE,"neutral",,,,0,"634","agreement/class marker",,TRUE,"Dep-driven agreement",421,,,,"some others",
1926,,,,,"juxtaposition","Adj",0,"",,,FALSE,"Juxtaposition",938,,,,,
1725,,,,,"juxtaposition","Adj",0,"",,"OK",FALSE,"Juxtaposition",1008,,,,,"Dependent-Head"
129,,,,,"agreement","Adj",0,"1554","agreement/class marker",,TRUE,"Head-driven agreement",648,,,,,"Dependent-Head"
2416,,,,,"construct","Adj",0,"","construct markers",,TRUE,"Anti-construct state",913,,,,,
1067,,,,,"agreement","Adj",0,"","agreement/class marker",,TRUE,"Head-driven agreement",896,,,,,
571,,,,,"agreement","Adj",0,"","agreement/class marker",,TRUE,"Head-driven agreement",844,,,,,"Head-Dependent"
2239,,,,,"juxtaposition","Adj",0,"",,,FALSE,"Juxtaposition",748,,,,,"Dependent-Head"
1820,,,,,"juxtaposition","Adj",0,"",,"OK",FALSE,"Juxtaposition",1014,,,,,"Dependent-Head"
2484,,,,,"agreement","Adj",0,"","agreement/class marker",,TRUE,"Head-driven agreement",981,,,,,
700,,FALSE,"neutral",,,"Num",0,"","government","OK",TRUE,"Modifier-governed case",664,,,,,"Dependent-Head"
2024,,,,,"agreement","Adj",0,"","agreement/class marker",,TRUE,"Head-driven agreement",696,,,,,
2828,,,,,"juxtaposition","Adj",0,"",,,FALSE,"Juxtaposition",967,,,,,
709,,FALSE,"neutral",,,"Num",0,"1593","government","OK",TRUE,"Modifier-governed case",756,,,,,"Dependent-Head"
1375,,,,,"agreement","Adj",0,"","agreement/class marker",,TRUE,"Head-driven agreement",697,"pragmatic","non-specific",,,
496,,FALSE,"neutral",,"juxtaposition","N_or_Pro",0,"",,,FALSE,"Juxtaposition",384,,,,,"Head-Dependent"
2238,,,,,"agreement","Adj",0,"","agreement/class marker",,TRUE,"Head-driven agreement",1000,,,,,
176,,,,,"agreeing construct","DEM,S",0,"1600","construct markers","OK",TRUE,"Anti-construct state agreement",789,,,,,"Dependent-Head"
386,,,,,,"Adj",0,"",,,FALSE,"Compound",650,,,,,"Head-Dependent"
12,,,,,"juxtaposition","Adj",0,"",,,FALSE,"Juxtaposition",765,,,,,"Dependent-Head"
2015,,FALSE,"neutral",,"construct","N",0,"","construct markers","OK",TRUE,"Anti-construct state",719,,,,,"Dependent-Head"
1926,,,,,"agreement","Adj",0,"","agreement/class marker",,TRUE,"Head-driven agreement",940,,,,,
2660,,,,,"agreement","Adj",0,"","agreement/class marker",,TRUE,"Head-driven agreement",927,,,,,
2797,,FALSE,"neutral",,,"N",0,"1581","agreement/class marker","ungrammatical",TRUE,"Pronominal agreement",740,,,,,
703,,FALSE,"neutral",,"juxtaposition","Adj",0,"",,"OK",FALSE,"Juxtaposition",1033,,,,,"Dependent-Head"
527,,FALSE,"neutral",,"agreement","Adj",0,"666","agreement/class marker",,TRUE,"Modifier-headed possessor agreement",754,,,,,"Dependent-Head"
880,,,,,"juxtaposition","Adj",0,"",,"OK",FALSE,"Juxtaposition",1007,,,,,"Dependent-Head"
3002,,,,,"juxtaposition","Adj",0,"",,,FALSE,"Juxtaposition",907,,,,,
682,,FALSE,"neutral",,"construct","V",0,"1397","construct markers",,TRUE,"Anti-construct state",589,"parts","meronyms",,,"Dependent-Head"
1726,,,,,"juxtaposition","Adj",0,"",,,FALSE,"Juxtaposition",734,,,,,"Dependent-Head"
2014,,,,,"juxtaposition","Adj",0,"",,,FALSE,"Juxtaposition",900,,,,,
1288,,,,,"juxtaposition","Adj",0,"",,,FALSE,"Juxtaposition",1006,,,,,"Dependent-Head"
748,,FALSE,"neutral",,"juxtaposition","Adj",0,"",,"OK",FALSE,"Juxtaposition",694,"neutral","neutral",,,"Dependent-Head"
403,,FALSE,"neutral",,,"N_or_Pro",1,"203",,,,,317,,,FALSE,,
411,,TRUE,"default",,,,0,"646","agreement/class marker",,TRUE,"Dep-driven agreement",425,,,,,
3000,,,,,"agreement","Adj",0,"","agreement/class marker",,TRUE,"Head-driven agreement",895,,,,,
561,,,,,"agreement","Adj",0,"","agreement/class marker",,TRUE,"Head-driven agreement",886,,,,,
2477,,,,,,"Adj",0,"",,"ungrammatical",,"Incorporation",978,,,,,
455,,FALSE,"neutral",,,"nonSAP",0,"","mixed",,TRUE,"Dep-driven agr. + Governed",557,,,,,
1808,,,,,,"Adj",0,"",,,,"Incorporation",889,,,,,
317,,TRUE,"default",,"construct",,0,"715","construct markers",,TRUE,"Construct state",464,,,,,"Head-Dependent"
525,,,,,,"N",0,"",,,,,448,,,,,
2826,,,,,"agreeing construct","Adj",0,"","construct markers",,TRUE,"Anti-construct state agreement",964,,,,,
1550,,,,,"agreement","Adj",0,"","agreement/class marker",,TRUE,"Head-driven agreement",918,,,,,
338,,TRUE,"default",,"juxtaposition",,0,"",,,FALSE,"Juxtaposition",466,,,,,"Head-Dependent"
461,,FALSE,"neutral",,,,0,"","agreement/class marker",,TRUE,"Dep-driven agreement",230,,,,,
469,,FALSE,"neutral",,,"N_or_Pro",0,"674","government",,TRUE,"Governed",440,,,,,"Dependent-Head"
435,,,,,,"Num",0,"","government",,TRUE,"Modifier-governed adposition",613,,,,,"Dependent-Head"
463,,,,,"nominalization","Adj",0,"",,,TRUE,"Attributive nominalizer",993,,,,,
535,,FALSE,"neutral",,,,0,"691","government",,TRUE,"Governed",444,,,,,
91,,FALSE,"neutral",,,"N",0,"",,,,,91,,,,,
709,,FALSE,"neutral",,,"N_or_Pro",0,"1593","government","OK",TRUE,"Governed",758,,,,,"Dependent-Head"
527,,,,,"agreement","Adj",0,"","agreement/class marker",,TRUE,"Head-driven agreement",1002,,,,,
561,,,,,"juxtaposition","Adj",0,"",,,FALSE,"Juxtaposition",885,,,,,
49,,,,,,"N_or_Pro",0,"1543","government",,TRUE,"Governed",633,,,,,"Dependent-Head"
332,,FALSE,"neutral",,,"N_or_Pro",0,"721","mixed",,TRUE,"Dep-driven agr. + Construct state",476,,,,,"Head-Dependent"
360,,,,,,"N",0,"336","government",,TRUE,"Governed",270,,,,,"Head-Dependent"
338,,TRUE,"default",,,,0,"716","agreement/class marker",,TRUE,"Dep-driven agreement",465,,,,,
201,,TRUE,"marked alienable","unmarked inalienable",,"N,Pro",1,"357,358",,,,,210,,,TRUE,,"Dependent-Head"
112,,,,,,"Adj",0,"",,,,,781,,,,,"Head-Dependent"
421,,,,,"juxtaposition","Adj",0,"",,,FALSE,"Juxtaposition",982,,,,,
2577,,,,,"juxtaposition","Adj",0,"",,,FALSE,"Juxtaposition",974,,,,,
1149,,,,,"agreement","Adj",0,"","agreement/class marker",,TRUE,"Head-driven agreement",957,,,,,
1,,TRUE,"alienable",,,,0,"","government",,TRUE,"Governed",591,,,,"only three listed:  ‘bow’, ‘arrow’, and ‘crap’ [sic] (p. 466)",
497,,FALSE,"neutral",,"construct",,0,"481","construct markers",,TRUE,"Construct state",273,,,,,"Dependent-Head"
1700,,,,,"agreement","Adj",0,"","agreement/class marker",,TRUE,"Head-driven agreement",955,,,,,
101,,TRUE,"inalienable",,,,0,"709","agreement/class marker",,TRUE,"Dep-driven agreement",458,,,,,
642,,,,,"juxtaposition","N",0,"",,,FALSE,"Juxtaposition",487,,,,,"Head-Dependent"
1263,,,,,"juxtaposition","Adj",0,"",,,FALSE,"Juxtaposition",962,,,,,
193,,FALSE,"neutral",,,,0,"","government",,TRUE,"Governed",520,,,,,"Dependent-Head"
1415,,,,,,"Adj",0,"",,"ungrammatical",,"Incorporation",902,,,,,"Dependent-Head"
207,,FALSE,"neutral",,,"Pro",0,"316",,,,,216,,,,,"Dependent-Head"
95,,FALSE,"neutral",,"construct",,0,"","construct markers",,TRUE,"Construct state",539,,,,,"Dependent-Head"
872,,,,,"agreement","Adj",0,"","agreement/class marker",,TRUE,"Head-driven agreement",950,,,,,
221,,FALSE,"neutral",,"juxtaposition",,0,"",,,FALSE,"Juxtaposition",554,,,,,"Dependent-Head"
642,,,,,,"Pro",0,"","government",,TRUE,"Governed",489,,,,,"Head-Dependent"
525,,TRUE,"alienable",,"juxtaposition","Pro",0,"",,,FALSE,"Juxtaposition",447,,,,,
225,,,,,"nominalization","Adj",0,"",,,TRUE,"Attributive nominalizer",994,,,,,
2220,,,,,"nominalization","Adj",0,"",,,TRUE,"Attributive nominalizer",997,,,,,
63,,,,,,"Adj",0,"",,,,,839,,,,,
682,,FALSE,"neutral",,"construct",,0,"1397","construct markers",,TRUE,"Construct state",582,,,,,"Head-Dependent"
515,,FALSE,"neutral",,,"Pro",0,"466","government",,TRUE,"Governed",33,,,,,"Head-Dependent"
530,,,,,"agreement","Adj",0,"","agreement/class marker",,TRUE,"Head-driven agreement",959,,,,,
2752,,,,,"agreement","Adj",0,"","agreement/class marker",,TRUE,"Head-driven agreement",941,,,,,
1528,,,,,,"Adj",0,"",,,,,867,,,,,"Dependent-Head"
687,,,,,"construct","Adj",0,"","mixed",,TRUE,"Construct state + Anti-construct state",837,,,,,"Dependent-Head"
2774,,,,,"juxtaposition","Adj",0,"",,,FALSE,"Juxtaposition",709,,,,,"Head-Dependent"
1542,,,,,"agreement","Adj",0,"","agreement/class marker",,TRUE,"Head-driven agreement",951,,,,,
3004,,,,,,"Adj",0,"","mixed",,TRUE,"ACAgr+NMLZ",984,,,,,
356,,TRUE,"default",,,"N_or_Pro",0,"","mixed",,TRUE,"Dep-driven agr. + Governed",430,,,,,"Dependent-Head"
495,,,,,"agreeing construct","Adj",0,"","construct markers",,TRUE,"Anti-construct state agreement",935,,,,,
1516,,,,,"juxtaposition","Adj",0,"",,"OK",FALSE,"Juxtaposition",693,,,,,"Dependent-Head"
305,,TRUE,"alienable",,,"Pro",0,"","government",,TRUE,"Governed",534,,,,,"Dependent-Head"
492,,FALSE,"neutral",,,,0,"","mixed",,TRUE,"Dep-driven agr. + Governed",420,,,,,"Dependent-Head"
642,,,,,,"Pro",0,"","agreement/class marker",,TRUE,"Dep-driven agreement",488,,,,,"Head-Dependent"
70,,,,,,"Pro",0,"263",,,,,66,,,,,
2761,,,,,"agreement","Adj",0,"","agreement/class marker",,TRUE,"Head-driven agreement",917,,,,,
512,,FALSE,"neutral",,,"Pro",0,"448","agreement/class marker",,TRUE,"Dep-driven agreement",20,,,,,"Dependent-Head"
199,,TRUE,"alienable",,,"Pro",0,"313,534","construct markers",,TRUE,"Dep-driven agr. + Class/poss. noun",208,,,,,"Head-Dependent"
299,,FALSE,"neutral",,,,0,"1023","agreement/class marker",,TRUE,"Pronominal agreement",546,,,,,
566,,,,,"juxtaposition","Adj",0,"",,,FALSE,"Juxtaposition",845,,,,,"Dependent-Head"
162,,,,,,"N",0,"724","government",,TRUE,"Governed",483,,,,,"Dependent-Head"
511,,,,,"agreement","Adj",0,"1536","agreement/class marker",,TRUE,"Head-driven agreement",623,,,,,"Dependent-Head"
879,,,,,,"Adj",0,"",,,,"Incorporation",800,,,,,"Dependent-Head"
2826,,,,,"juxtaposition","Adj",0,"",,,FALSE,"Juxtaposition",963,,,,,
39,,TRUE,"alienable",,,,0,"",,,,,46,,,,,
155,,,,,"agreeing construct","Adj",0,"","construct markers",,TRUE,"Anti-construct state agreement",965,,,,,
493,,TRUE,"alienable",,"construct",,0,"","construct markers",,TRUE,"Construct state",388,,,,,
583,,,,,,"S",0,"",,,,,656,,,,,"Head-Dependent"
834,,,,,"agreement","Adj",0,"","agreement/class marker",,TRUE,"Head-driven agreement",990,,,,,
360,,,,,,"Pro",0,"335",,,,,271,,,,,
645,,TRUE,"alienable",,,,0,"",,,,,504,,,,,
2388,,,,,"construct","Adj",0,"","construct markers",,TRUE,"Anti-construct state",971,,,,,
669,,FALSE,"neutral",,"construct",,0,"1380","construct markers",,TRUE,"Construct state",552,,,,,"Dependent-Head"
186,,,,,,,0,"552","agreement/class marker",,TRUE,"Dep-driven agreement",380,,,,,"Free"
364,,FALSE,"neutral",,,,0,"","agreement/class marker",,TRUE,"Dep-driven agreement",537,,,,,
2625,,,,,"construct","Adj",0,"","construct markers",,TRUE,"Anti-construct state",883,,,,,
89,,TRUE,"inalienable",,,,0,"495","agreement/class marker",,TRUE,"Dep-driven agreement",90,,,,,
527,,FALSE,"neutral",,,"N_or_Pro",0,"666","mixed",,TRUE,"Dep-driven agr. + Governed",435,,,,,"Dependent-Head"
340,,FALSE,"neutral",,,"Num",0,"","government",,TRUE,"Modifier-governed case",665,,,,,"Dependent-Head"
917,,,,,"agreement","Adj",0,"","agreement/class marker",,TRUE,"Head-driven agreement",968,,,,,
332,,,,,"agreement","Adj",0,"","agreement/class marker",,TRUE,"Head-driven agreement",1020,,,,,
503,,,,,,"Pro",0,"602","government",,TRUE,"Governed",378,,,,,
393,,,,,,"Pro",0,"199",,,,,305,,,,,"Dependent-Head"
23,,,,,"agreement","Adj",0,"1555","agreement/class marker",,TRUE,"Head-driven agreement",654,,,,,"Head-Dependent"
54,,,,,"agreement","Adj",0,"1552","agreement/class marker",,TRUE,"Head-driven agreement",646,,,,,"Head-Dependent"
525,,TRUE,"inalienable",,,"Pro",0,"694","agreement/class marker",,TRUE,"Dep-driven agreement",446,,,,,
488,,,,,"agreement","Adj",0,"","agreement/class marker",,TRUE,"Head-driven agreement",980,,,,,
181,,TRUE,"alienable",,"juxtaposition","N",0,"",,,FALSE,"Juxtaposition",385,,,,,"Dependent-Head"
1528,,,,,,"Adj",0,"","government",,TRUE,"Modifier-governed adposition",869,,,,,"Dependent-Head"
101,,FALSE,"neutral",,,,0,"709","agreement/class marker",,TRUE,"Dep-driven agreement",457,,,,,
209,,,,,"agreement","Adj",0,"","agreement/class marker",,TRUE,"Head-driven agreement",893,,,,,
55,,TRUE,"inalienable",,,,0,"","agreement/class marker",,TRUE,"Dep-driven agreement",1047,,,,,
675,,,,,,"Adj",0,"",,"ungrammatical",,"Incorporation",881,,,,,
2630,,,,,"juxtaposition","Adj",0,"",,"OK",FALSE,"Juxtaposition",1016,,,,,"Dependent-Head"
91,,FALSE,"neutral",,,"Pro",0,"287",,,,,92,,,,,
387,,FALSE,"neutral",,"juxtaposition","Adj",0,"",,"OK",FALSE,"Juxtaposition",761,,,,,"Dependent-Head"
55,,FALSE,"neutral",,,,0,"","agreement/class marker",,TRUE,"Dep-driven agreement",473,,,,,
1351,,,,,"juxtaposition","Adj",0,"",,"OK",FALSE,"Juxtaposition",1017,,,,,"Dependent-Head"
515,,FALSE,"neutral",,"juxtaposition","Adj,N_or_Pro",0,"",,,FALSE,"Juxtaposition",568,,,,,"Head-Dependent"
726,,,,,"agreement","Adj",0,"","agreement/class marker",,TRUE,"Head-driven agreement",922,,,,,
35,,FALSE,"neutral",,"agreement",,0,"8","agreement/class marker",,TRUE,"Modifier-headed possessor agreement",526,,,,,"Dependent-Head"
3000,,,,,,"Adj",0,"","mixed",,TRUE,"HDAgr+NMLZ",894,,,,,
2506,,,,,"agreeing construct","Adj",0,"","construct markers",,TRUE,"Anti-construct state agreement",904,,,,,"Dependent-Head"
23,,,,,,"S",0,"",,,,,655,,,,,"Head-Dependent"
98,,,,,"agreeing construct","Adj",0,"","construct markers",,TRUE,"Anti-construct state agreement",887,,,,,
634,,FALSE,"neutral",,,,0,"1334","government",,TRUE,"Governed",556,,,,,"Dependent-Head"
599,,,,,,"Pro",0,"","agreement/class marker",,TRUE,"Dep-driven agreement",480,,,,,
32,,,,,"juxtaposition","Adj",0,"",,,FALSE,"Juxtaposition",722,,,,,"Head-Dependent"
383,,TRUE,"alienable",,,,0,"","government",,TRUE,"Governed",505,,,,,"Dependent-Head"
