"LID","LocusA.binned6","Locus.A.default.binned6","Locus.A.default.if.N.binned6","Locus.A.default.if.N_or_Pro.binned6","Locus.A.default.elsewhere.binned6","Locus.A.default.if.Pro.binned6","Locus.A.default.if.SAP.binned6","Locus.A.exp.binned6","Locus.A.poss.binned6","Locus.Act.binned6","Locus.ATTR.default.binned6","Locus.ATTR.default.elsewhere.binned6","Locus.B.ben.binned6","Locus.B.default.binned6","Locus.B.default.elsewhere.binned6","Locus.B.default.if.Pro.binned6","Locus.B.rec.binned6","Locus.G.default.binned6","Locus.I.default.binned6","LocusP.binned6","Locus.Pat.binned6","LocusPOSS.binned6","Locus.POSS.default.binned6","Locus.POSS.default.if.1PERS.binned6","Locus.POSS.default.if.N.binned6","Locus.POSS.default.if.N.alien.binned6","Locus.POSS.default.if.N.inal.binned6","Locus.POSS.default.if.N.kin.binned6","Locus.POSS.default.if.N_or_Pro.binned6","Locus.POSS.default.elsewhere.binned6","Locus.POSS.default.if.Pro.binned6","LocusS.binned6","Locus.S.default.binned6","Locus.S.default.if.N_or_Pro.binned6","Locus.S.default.elsewhere.binned6","Locus.S.default.if.Pro.binned6","Locus.S.default.if.SAP.binned6","Locus.T.def.binned6","Locus.T.default.binned6","Locus.T.default.elsewhere.binned6","Locus.T.emp.binned6","Locus.U.def.binned6","Locus.U.default.binned6","Locus.U.default.if.1PERS.binned6","Locus.U.default.if.N.binned6","Locus.U.default.elsewhere.binned6","Locus.U.default.if.Pro.binned6","Locus.U.default.if.SAP.binned6","Locus.U.emp.binned6","Locus.U.ref.binned6","Locus.U.stim.binned6","LocusAandP.dm.Presence","LocusAandP.hm.Presence","LocusA.dm.Presence","LocusA.hm.Presence","LocusAorP.dm.Presence","LocusAorP.hm.Presence","LocusARG.dm.Presence","LocusP.dm.Presence","LocusP.hm.Presence","LocusPOSS.dm.Presence","LocusPOSS.hm.Presence","LocusSandA.dm.Presence","LocusSandA.hm.Presence","LocusS.dm.Presence","LocusS.hm.Presence","LocusA","Locus.A.default","Locus.A.default.if.N","Locus.A.default.if.N_or_Pro","Locus.A.default.elsewhere","Locus.A.default.if.Pro","Locus.A.default.if.SAP","Locus.A.exp","Locus.A.poss","Locus.Act","LocusARG.hm.Presence","Locus.ATTR.default","Locus.ATTR.default.elsewhere","Locus.B.ben","Locus.B.default","Locus.B.default.elsewhere","Locus.B.default.if.Pro","Locus.B.rec","Locus.G.default","Locus.I.default","LocusP","Locus.Pat","LocusPOSS","Locus.POSS.default","Locus.POSS.default.if.1PERS","Locus.POSS.default.if.N.alien","Locus.POSS.default.if.N.inal","Locus.POSS.default.if.N.kin","Locus.POSS.default.if.N","Locus.POSS.default.if.N_or_Pro","Locus.POSS.default.elsewhere","Locus.POSS.default.if.Pro","LocusS","Locus.S.default","Locus.S.default.if.N_or_Pro","Locus.S.default.elsewhere","Locus.S.default.if.Pro","Locus.S.default.if.SAP","Locus.T.def","Locus.T.default","Locus.T.default.elsewhere","Locus.T.emp","Locus.U.def","Locus.U.default","Locus.U.default.if.1PERS","Locus.U.default.if.N","Locus.U.default.elsewhere","Locus.U.default.if.Pro","Locus.U.default.if.SAP","Locus.U.emp","Locus.U.ref","Locus.U.stim","LocusA.binned5","Locus.A.default.binned5","Locus.A.default.if.N.binned5","Locus.A.default.if.N_or_Pro.binned5","Locus.A.default.elsewhere.binned5","Locus.A.default.if.Pro.binned5","Locus.A.default.if.SAP.binned5","Locus.A.exp.binned5","Locus.A.poss.binned5","Locus.Act.binned5","Locus.ATTR.default.binned5","Locus.ATTR.default.elsewhere.binned5","Locus.B.ben.binned5","Locus.B.default.binned5","Locus.B.default.elsewhere.binned5","Locus.B.default.if.Pro.binned5","Locus.B.rec.binned5","Locus.G.default.binned5","Locus.I.default.binned5","LocusP.binned5","Locus.Pat.binned5","LocusPOSS.binned5","Locus.POSS.default.binned5","Locus.POSS.default.if.1PERS.binned5","Locus.POSS.default.if.N.binned5","Locus.POSS.default.if.N.alien.binned5","Locus.POSS.default.if.N.inal.binned5","Locus.POSS.default.if.N.kin.binned5","Locus.POSS.default.if.N_or_Pro.binned5","Locus.POSS.default.elsewhere.binned5","Locus.POSS.default.if.Pro.binned5","LocusS.binned5","Locus.S.default.binned5","Locus.S.default.if.N_or_Pro.binned5","Locus.S.default.elsewhere.binned5","Locus.S.default.if.Pro.binned5","Locus.S.default.if.SAP.binned5","Locus.T.def.binned5","Locus.T.default.binned5","Locus.T.default.elsewhere.binned5","Locus.T.emp.binned5","Locus.U.def.binned5","Locus.U.default.binned5","Locus.U.default.if.1PERS.binned5","Locus.U.default.if.N.binned5","Locus.U.default.elsewhere.binned5","Locus.U.default.if.Pro.binned5","Locus.U.default.if.SAP.binned5","Locus.U.emp.binned5","Locus.U.ref.binned5","Locus.U.stim.binned5"
329,"2","2",,,,"H",,,,,,,,"D",,,,,,"2",,"H","H",,,,,,,,"H","2","2",,,"H",,,,,,,"2",,,,"D",,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"H+D","H+D",,,,"H",,,,,TRUE,,,,"D",,,,,,"H+D",,"H","H",,,,,,,,"H","H+D","H+D",,,"H",,,,,,,"H+D",,,,"D",,,,,"2","2",,,,"H",,,,,,,,"D",,,,,,"2",,"H","H",,,,,,,,"H","2","2",,,"H",,,,,,,"2",,,,"D",,,,
331,"H","H",,,,,,,,,,,,"H",,,,,,"H",,"H","H",,,,,,,,,"H","H",,,,,,"H",,,,"H",,,,,,,,,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"H","H",,,,,,,,,TRUE,,,,"H",,,,,,"H",,"H","H",,,,,,,,,"H","H",,,,,,"H",,,,"H",,,,,,,,,"H","H",,,,,,,,,,,,"H",,,,,,"H",,"H","H",,,,,,,,,"H","H",,,,,,"H",,,,"H",,,,,,,,
332,"H","H",,,,,,,,,,,,"Ø","H",,,,,"H",,"H","H",,,,,,,,,"H","H",,,,,,,,,,"H",,,,,,,,,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"H","H",,,,,,,,,TRUE,,,,"Ø","H",,,,,"H",,"H","H",,,,,,,,,"H","H",,,,,,,,,,"H",,,,,,,,,"H","H",,,,,,,,,,,,"Ø","H",,,,,"H",,"H","H",,,,,,,,,"H","H",,,,,,,,,,"H",,,,,,,,
333,"Ø","Ø",,,,,,,,,"Ø",,,,,,,,,"Ø",,"Ø","Ø",,"H",,,,,,,"Ø","Ø",,,,,,,,,,"Ø",,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Ø","Ø",,,,,,,,,FALSE,"Ø",,,,,,,,,"Ø",,"Ø","Ø",,,,,"H",,,,"Ø","Ø",,,,,,,,,,"Ø",,,,,,,,,"Ø","Ø",,,,,,,,,"Ø",,,,,,,,,"Ø",,"Ø","Ø",,"H",,,,,,,"Ø","Ø",,,,,,,,,,"Ø",,,,,,,,
337,"H","H",,,,,,,,,,,,,,,,,,"H",,,,,,,,,,,,"H","H",,,,,,,,,,"H",,,,,,,,,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,,FALSE,TRUE,FALSE,TRUE,"H","H",,,,,,,,,TRUE,,,,,,,,,,"H",,,,,,,,,,,,"H","H",,,,,,,,,,"H",,,,,,,,,"H","H",,,,,,,,,,,,,,,,,,"H",,,,,,,,,,,,"H","H",,,,,,,,,,"H",,,,,,,,
338,"2","2",,,,,,,,,,,,,,,,,,"2",,"H","H",,,,,,,,,"2","2",,,,,,,,,,"2",,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"H+D","H+D",,,,,,,,,TRUE,,,,,,,,,,"H+D",,"H","H",,,,,,,,,"H+D","H+D",,,,,,,,,,"H+D",,,,,,,,,"2","2",,,,,,,,,,,,,,,,,,"2",,"H","H",,,,,,,,,"2","2",,,,,,,,,,"2",,,,,,,,
340,"2","2",,,,,,"D","D",,,,,"D",,,,,,"D",,,,,,,,,,,,"2","2",,,,,,"D",,,,"D",,,,,,,,"2",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,TRUE,TRUE,TRUE,TRUE,"H+D","H+D",,,,,,"D","D",,TRUE,,,,"D",,,,,,"D",,,,,,,,,,,,"H+D","H+D",,,,,,"D",,,,"D",,,,,,,,"H+D","2","2",,,,,,"D","D",,,,,"D",,,,,,"D",,,,,,,,,,,,"2","2",,,,,,"D",,,,"D",,,,,,,,"2"
343,"H","H",,,,,,,,,"Ø",,,"D",,,,,,"H",,"H","H",,,,,,,"D",,"H","H",,,,,,,,,,"H",,,,,,,,,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"H","H",,,,,,,,,TRUE,"Ø",,,"D",,,,,,"H",,"H","H",,,,,,,"D",,"H","H",,,,,,,,,,"H",,,,,,,,,"H","H",,,,,,,,,"Ø",,,"D",,,,,,"H",,"H","H",,,,,,,"D",,"H","H",,,,,,,,,,"H",,,,,,,,
345,"H","H",,,,,,,,,"Ø",,,"D",,,,,,"Ø",,"Ø","Ø",,,,,,,"H",,"H","H",,,,,,,,,,"Ø",,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"H","H",,,,,,,,,TRUE,"Ø",,,"D",,,,,,"Ø",,"Ø","Ø",,,,,,,"H",,"H","H",,,,,,,,,,"Ø",,,,,,,,,"H","H",,,,,,,,,"Ø",,,"D",,,,,,"Ø",,"Ø","Ø",,,,,,,"H",,"H","H",,,,,,,,,,"Ø",,,,,,,,
347,"H","H",,,,"2",,,,,,,,,,,,,,"Ø",,"Ø","Ø",,,,,,,,"H","H","H",,,"2",,,,,,,"Ø",,,,"2",,,,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"H","H",,,,"H+D",,,,,TRUE,,,,,,,,,,"Ø",,"Ø","Ø",,,,,,,,"H","H","H",,,"H+D",,,,,,,"Ø",,,,"H+D",,,,,"H","H",,,,"2",,,,,,,,,,,,,,"Ø",,"Ø","Ø",,,,,,,,"H","H","H",,,"2",,,,,,,"Ø",,,,"2",,,,
348,"2","2",,,,,,,,,"Ø",,,,,,,,,"H",,"D","D",,,,,,,"Ø",,"Ø","Ø",,,,,,,,,,"H",,,,,,,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"h+D","h+D",,,,,,,,,TRUE,"Ø",,,,,,,,,"h",,"D","D",,,,,,,"Ø",,"Ø","Ø",,,,,,,,,,"h",,,,,,,,,"D","D",,,,,,,,,"Ø",,,,,,,,,"H",,"D","D",,,,,,,"Ø",,"Ø","Ø",,,,,,,,,,"H",,,,,,,,
350,"H","H",,,,,,,,,"Ø",,,"2",,,,,,"H",,"Ø","Ø",,,,,,,"D",,"H","H",,,,,,,,,,"H",,,"2",,,,,,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"H","H",,,,,,,,,TRUE,"Ø",,,"H+D",,,,,,"H",,"Ø","Ø",,,,,,,"D",,"H","H",,,,,,,,,,"H",,,"H+D",,,,,,"H","H",,,,,,,,,"Ø",,,"2",,,,,,"H",,"Ø","Ø",,,,,,,"D",,"H","H",,,,,,,,,,"H",,,"2",,,,,
352,"2","2",,,,,,,,,,,,,,,,,,"2",,"2","2",,,,,,,,,"2","2",,,,,,,,,,"2",,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"H+D","H+D",,,,,,,,,TRUE,,,,,,,,,,"H+D",,"H+D","H+D",,,,,,,,,"H+D","H+D",,,,,,,,,,"H+D",,,,,,,,,"2","2",,,,,,,,,,,,,,,,,,"2",,"2","2",,,,,,,,,"2","2",,,,,,,,,,"2",,,,,,,,
354,"H","H",,,,,,,,,"Ø",,,,,,,,,"H",,"H","H",,,"D on H",,,,,,"H","H",,,,,,,,,,"H",,,,,,,,,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"H","H",,,,,,,,,TRUE,"Ø",,,,,,,,,"H",,"hh","hh",,"h+d on h",,,,,,,"H","H",,,,,,,,,,"H",,,,,,,,,"H","H",,,,,,,,,"Ø",,,,,,,,,"H",,"H","H",,,"FloatingorClitic",,,,,,"H","H",,,,,,,,,,"H",,,,,,,,
356,"2","2",,,,,,,,,"D",,,"D",,,,,,"2",,"2","2",,,,,,,,,"2","2",,,,,,,,,,"2",,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"H+D","H+D",,,,,,,,,TRUE,"D",,,"D",,,,,,"H+D",,"H+D","H+D",,,,,,,,,"H+D","H+D",,,,,,,,,,"H+D",,,,,,,,,"2","2",,,,,,,,,"D",,,"D",,,,,,"2",,"2","2",,,,,,,,,"2","2",,,,,,,,,,"2",,,,,,,,
357,"2","2",,,,,,,,,"Ø",,,,,,,,,"2",,"H","H",,,,,,,,"D","2","2",,,,,,,,,,"2",,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"H+D","H+D",,,,,,,,,TRUE,"Ø",,,,,,,,,"H+D",,"H","H",,,,,,,,"D","H+D","H+D",,,,,,,,,,"H+D",,,,,,,,,"2","2",,,,,,,,,"Ø",,,,,,,,,"2",,"H","H",,,,,,,,"D","2","2",,,,,,,,,,"2",,,,,,,,
358,"H","H",,,,,,,,,"Ø",,,"D",,,,,,"Ø",,"D","D",,,,,,,,,"H","H",,,,,,,,,,"Ø",,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"H","H",,,,,,,,,TRUE,"Ø",,,"D",,,,,,"Ø",,"D","D",,,,,,,,,"H","H",,,,,,,,,,"Ø",,,,,,,,,"H","H",,,,,,,,,"Ø",,,"D",,,,,,"Ø",,"D","D",,,,,,,,,"H","H",,,,,,,,,,"Ø",,,,,,,,
359,"H","H",,,,,,,,,"D",,,,,,,,,"Ø",,"H","H",,,,,,,,,"H","H",,,,,,,,,,"Ø",,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"H","H",,,,,,,,,TRUE,"D",,,,,,,,,"Ø",,"H","H",,,,,,,,,"H","H",,,,,,,,,,"Ø",,,,,,,,,"H","H",,,,,,,,,"D",,,,,,,,,"Ø",,"H","H",,,,,,,,,"H","H",,,,,,,,,,"Ø",,,,,,,,
361,"H","H",,,,,,,,,"D",,,,,,,,,"H",,"D","D",,,,,,,,,"H","H",,,,,,"H",,,,"H",,,"Ø",,,,,,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"H","H",,,,,,,,,TRUE,"D",,,,,,,,,"H",,"DD","DD",,,,,,,,,"H","H",,,,,,"H",,,,"H",,,"Ø",,,,,,"H","H",,,,,,,,,"D",,,,,,,,,"H",,"D","D",,,,,,,,,"H","H",,,,,,"H",,,,"H",,,"Ø",,,,,
362,"2","2",,,,,,,,,"F",,"2",,,,"2","2","2","2",,"F","F",,,,,,,"D",,"2","2",,,,,,,,,,"2",,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"H+D","H+D",,,,,,,,,TRUE,"F",,"H+D",,,,"H+D","H+D","H+D","H+D",,"F","F",,,,,,,"D",,"H+D","H+D",,,,,,,,,,"H+D",,,,,,,,,"2","2",,,,,,,,,"FloatingorClitic",,"2",,,,"2","2","2","2",,"FloatingorClitic","FloatingorClitic",,,,,,,"D",,"2","2",,,,,,,,,,"2",,,,,,,,
363,"H","H",,,,,,,,,,,,,,,,,,"H",,"H","H",,,,,,,,,"H","H",,,,,,,,,,"H",,,,,,,,,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"H","H",,,,,,,,,TRUE,,,,,,,,,,"H",,"H","H",,,,,,,,,"H","H",,,,,,,,,,"H",,,,,,,,,"H","H",,,,,,,,,,,,,,,,,,"H",,"H","H",,,,,,,,,"H","H",,,,,,,,,,"H",,,,,,,,
364,"H","H",,,,,,,,,"Ø",,,,,,,,,"H",,"H","H",,,,,,,,,"H","H",,,,,,,,,,"H",,,,,,,,,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"H","H",,,,,,,,,TRUE,"Ø",,,,,,,,,"H",,"H","H",,,,,,,,,"H","H",,,,,,,,,,"H",,,,,,,,,"H","H",,,,,,,,,"Ø",,,,,,,,,"H",,"H","H",,,,,,,,,"H","H",,,,,,,,,,"H",,,,,,,,
365,"2","2",,,,,,,,,"D",,,"D","H",,,,,"D",,"D","D",,,,,,,,,"2","2",,,,,,,,,,"D",,,"F",,,,,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"H+D","H+D",,,,,,,,,TRUE,"D",,,"D","H",,,,,"D",,"D","D",,,,,,,,,"H+D","H+D",,,,,,,,,,"D",,,"F",,,,,,"2","2",,,,,,,,,"D",,,"D","H",,,,,"D",,"D","D",,,,,,,,,"2","2",,,,,,,,,,"D",,,"FloatingorClitic",,,,,
367,"2","2",,,,,,,,,,,,,,,,,,"2",,"D","D",,,,,,,,,"2","2",,,,,,,,,,"2",,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"H+D","H+D",,,,,,,,,TRUE,,,,,,,,,,"H+D",,"D","D",,,,,,,,,"H+D","H+D",,,,,,,,,,"H+D",,,,,,,,,"2","2",,,,,,,,,,,,,,,,,,"2",,"D","D",,,,,,,,,"2","2",,,,,,,,,,"2",,,,,,,,
368,"H","H",,,,,,,,,,,,,,,,,,"H",,"H","H",,,,,,,,"D","H","H",,,,,,,,,,"H",,,,,,,,,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"H","H",,,,,,,,,TRUE,,,,,,,,,,"H",,"H","H",,,,,,,,"D","H","H",,,,,,,,,,"H",,,,,,,,,"H","H",,,,,,,,,,,,,,,,,,"H",,"H","H",,,,,,,,"D","H","H",,,,,,,,,,"H",,,,,,,,
369,"H","H",,,,,,,,,,,,"D",,,,,,"Ø",,"H","H",,,,,,,,"D","H","H",,,,,,,,,,"Ø",,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"H","H",,,,,,,,,TRUE,,,,"D",,,,,,"Ø",,"H","H",,,,,,,,"D","H","H",,,,,,,,,,"Ø",,,,,,,,,"H","H",,,,,,,,,,,,"D",,,,,,"Ø",,"H","H",,,,,,,,"D","H","H",,,,,,,,,,"Ø",,,,,,,,
370,"H","H",,,,,,,,,"Ø",,,"D",,,,,,"H",,"H","H",,,,,,,"D",,"H","H",,,,,,,,,,"H",,,"Ø",,,,,,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"H","H",,,,,,,,,TRUE,"Ø",,,"D",,,,,,"h",,"H","H",,,,,,,"D",,"H","H",,,,,,,,,,"h",,,"Ø",,,,,,"H","H",,,,,,,,,"Ø",,,"D",,,,,,"H",,"H","H",,,,,,,"D",,"H","H",,,,,,,,,,"H",,,"Ø",,,,,
373,"Ø","Ø",,,"H",,,,,,"Ø",,,"D",,,,,,"Ø",,"D","D",,,,"Ø",,,,,"Ø","Ø",,"H",,,,,,,,"Ø",,,,"H",,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Ø","Ø",,,"H",,,,,,FALSE,"Ø",,,"D",,,,,,"Ø",,"D","D",,,"Ø",,,,,,"Ø","Ø",,"H",,,,,,,,"Ø",,,,"H",,,,,"Ø","Ø",,,"H",,,,,,"Ø",,,"D",,,,,,"Ø",,"D","D",,,,"Ø",,,,,"Ø","Ø",,"H",,,,,,,,"Ø",,,,"H",,,,
374,"Ø","Ø",,,,,,,,,"Ø",,,,,,,,,"Ø",,"D","D",,,,,,,,,"Ø","Ø",,,,,,,,,,"Ø",,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Ø","Ø",,,,,,,,,FALSE,"Ø",,,,,,,,,"Ø",,"D","D",,,,,,,,,"Ø","Ø",,,,,,,,,,"Ø",,,,,,,,,"Ø","Ø",,,,,,,,,"Ø",,,,,,,,,"Ø",,"D","D",,,,,,,,,"Ø","Ø",,,,,,,,,,"Ø",,,,,,,,
375,"D",,,,,,,,,"D","Ø",,,"2",,,,"D",,"D","D","D","D",,,,,,,,,"2","2",,,,,,"2",,,,,,,,,,"D",,,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"D",,,,,,,,,"D",TRUE,"Ø",,,"h+D",,,,"D",,"D","D","D","D",,,,,,,,,"h+D","h+D",,,,,,"h+D",,,,,,,,,,"D",,,"D",,,,,,,,,"D","Ø",,,"D",,,,"D",,"D","D","D","D",,,,,,,,,"D","D",,,,,,"D",,,,,,,,,,"D",,
377,"H","H",,,,,,,,,,,,,,,,,,"H",,"H","H",,,,,,,"Ø",,"H","H",,,,,,,,,,"H",,,,,,,,,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"H","H",,,,,,,,,TRUE,,,,,,,,,,"H",,"H","H",,,,,,,"Ø",,"H","H",,,,,,,,,,"H",,,,,,,,,"H","H",,,,,,,,,,,,,,,,,,"H",,"H","H",,,,,,,"Ø",,"H","H",,,,,,,,,,"H",,,,,,,,
378,"H","H",,,,,,,,,,,,,,,,,,"H",,"Ø","Ø",,"H",,,,,,"D","H","H",,,,,,,,,,"H",,,,,,,,,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"H","H",,,,,,,,,TRUE,,,,,,,,,,"H",,"Ø","Ø",,,,,"H",,,"D","H","H",,,,,,,,,,"H",,,,,,,,,"H","H",,,,,,,,,,,,,,,,,,"H",,"Ø","Ø",,"H",,,,,,"D","H","H",,,,,,,,,,"H",,,,,,,,
379,"H","H",,,"D",,,,,,,,,"Ø",,,,,,"H",,"H","H",,,,,,,,"2","H","H",,"D",,,,,,,,"H",,,,,,,,,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"H","H",,,"D",,,,,,TRUE,,,,"Ø",,,,,,"H",,"H","H",,,,,,,,"H+D","H","H",,"D",,,,,,,,"H",,,,,,,,,"H","H",,,"D",,,,,,,,,"Ø",,,,,,"H",,"H","H",,,,,,,,"2","H","H",,"D",,,,,,,,"H",,,,,,,,
382,"2","2",,,,,,,,,,,,,,,,,,"2",,"D","D",,,,,,,,,"2","2",,,,,,,,,,"2",,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"H+D","H+D",,,,,,,,,TRUE,,,,,,,,,,"H+D",,"D","D",,,,,,,,,"H+D","H+D",,,,,,,,,,"H+D",,,,,,,,,"2","2",,,,,,,,,,,,,,,,,,"2",,"D","D",,,,,,,,,"2","2",,,,,,,,,,"2",,,,,,,,
383,"D","D",,,,,,,,,"Ø",,,"D",,,,,,"D",,"D","D",,,,"H",,,,,"D","D",,"2",,,,,,,,"D",,,"2",,,,,,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"D","D",,,,,,,,,FALSE,"Ø",,,"D",,,,,,"D",,"D","D",,,"H",,,,,,"D","D",,"H+D",,,,,,,,"D",,,"H+D",,,,,,"D","D",,,,,,,,,"Ø",,,"D",,,,,,"D",,"D","D",,,,"H",,,,,"D","D",,"2",,,,,,,,"D",,,"2",,,,,
384,"2","2",,,,,,,,,"Ø",,,"D on H",,,,,,"D on H",,"D on H","D on H",,,,,,,,,"2","2",,,,,,,,,,"D on H",,,,,,,,,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"Hh+D","Hh+D",,,,,,,,,TRUE,"Ø",,,"D on H",,,,,,"D on H",,"D on H","D on H",,,,,,,,,"Hh+D","Hh+D",,,,,,,,,,"D on H",,,,,,,,,"2","2",,,,,,,,,"Ø",,,"FloatingorClitic",,,,,,"FloatingorClitic",,"FloatingorClitic","FloatingorClitic",,,,,,,,,"2","2",,,,,,,,,,"FloatingorClitic",,,,,,,,
385,"D","D",,,,,,,,,,,,"D",,,,,,"D",,"D","D",,,,,,,,,"D","D",,,,,,,,,,"D",,,,,,,,,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"D","D",,,,,,,,,FALSE,,,,"D",,,,,,"D",,"D","D",,,,,,,,,"D","D",,,,,,,,,,"D",,,,,,,,,"D","D",,,,,,,,,,,,"D",,,,,,"D",,"D","D",,,,,,,,,"D","D",,,,,,,,,,"D",,,,,,,,
386,"H","H",,,,,,,,,,,,,,,,,,"H",,"H","H",,,,,,,,,"H","H",,,,,,,,,,"H",,,,,,,,,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"H","H",,,,,,,,,TRUE,,,,,,,,,,"H",,"H","H",,,,,,,,,"H","H",,,,,,,,,,"H",,,,,,,,,"H","H",,,,,,,,,,,,,,,,,,"H",,"H","H",,,,,,,,,"H","H",,,,,,,,,,"H",,,,,,,,
