"LID","LocusMicrorelations.binned6","LocusMicrorelationDefaultStatus","LocusMicrorelations","LocusMicrorelationsRelation.binned5","LocusMicrorelationCategoryCondition","LocusMicrorelations.binned5","LocusMicrorelationsRelation"
1,"D","conditioned","D","A","N","D","A-default"
1,"Ø","conditioned","Ø","P","Pro","Ø","U-default"
1,"Ø","conditioned","Ø","S","Pro","Ø","S-default"
1,"Ø","default","Ø","A","#ANY#","Ø","A-default"
1,"D","default","D","P","#ANY#","D","B-default"
1,"D","default","D","POSS","#ANY#","D","POSS-default"
1,"H","conditioned","H","POSS","#ANY#","H","POSS-default"
1,"D","default","D","S","#ANY#","D","S-default"
1,"H","conditioned","H","S","#ANY#","H","S-default"
1,"D","default","D","P","#ANY#","D","U-default"
1,"H","conditioned","H","P","#ANY#","H","U-default"
6,"2","default","H+D","A","#ANY#","2","A-default"
6,"D","default","D","P","#ANY#","D","B-default"
6,"D on H","conditioned","D on H","POSS","#ANY#","FloatingorClitic","POSS-default"
6,"D","default","D","POSS","#ANY#","D","POSS-default"
6,"2","default","H+D","S","#ANY#","2","S-default"
6,"D","default","D","P","#ANY#","D","U-default"
6,"Ø","default","Ø","ATTR","#ANY#","Ø","ATTR-default"
7,"H","default","H","A","#ANY#","H","A-default"
7,"H","default","H","POSS","#ANY#","H","POSS-default"
7,"H","default","H","S","#ANY#","H","S-default"
7,"H","default","H","P","#ANY#","H","U-default"
7,"F","default","F","ATTR","#ANY#","FloatingorClitic","ATTR-default"
9,"H","default","H","POSS","N-anim","H","POSS-default"
9,"H","default","H","A","#ANY#","H","Act"
9,"Ø","conditioned","Ø","POSS","#ANY#","Ø","POSS-default"
9,"D","default","D","P","#ANY#","D","B-default"
9,"H","default","H","P","#ANY#","H","Pat"
10,"H","default","H","A","#ANY#","H","A-default"
10,"H","default","H","POSS","#ANY#","H","POSS-default"
10,"H","default","H","S","#ANY#","H","S-default"
10,"H","default","H","P","#ANY#","H","U-default"
12,"H","default","HH","POSS","N-inal","H","POSS-default"
12,"H","default","H","A","#ANY#","H","A-default"
12,"H","conditioned","H","P","#ANY#","H","B-default"
12,"Ø","default","Ø","P","#ANY#","Ø","B-default"
12,"H","default","h","S","#ANY#","H","S-default"
12,"H","default","H","P","#ANY#","H","U-default"
14,"H","default","H","A","#ANY#","H","A-default"
14,"D","default","D","POSS","#ANY#","D","POSS-default"
14,"H","default","H","S","#ANY#","H","S-default"
14,"Ø","conditioned","Ø","P","#ANY#","Ø","U-default"
14,"Ø","default","Ø","ATTR","#ANY#","Ø","ATTR-default"
14,"H","default","H","P","#ANY#","H","U-default"
18,"2","default","H+D","A","#ANY#","2","A-default"
18,"2","default","H+D","POSS","#ANY#","2","POSS-default"
18,"2","default","H+D","S","#ANY#","2","S-default"
18,"2","default","H+D","P","#ANY#","2","U-default"
20,"H","conditioned","hh","POSS","N-inal","H","POSS-default"
20,"D","default","D","POSS","N-alien","D","POSS-default"
20,"H","default","H","A","#ANY#","H","A-default"
20,"H","conditioned","HH","A","#ANY#","H","A-default"
20,"H","default","H","P","#ANY#","H","B-default"
20,"H","default","H","S","#ANY#","H","S-default"
20,"H","conditioned","HH","S","#ANY#","H","S-default"
20,"Ø","default","Ø","ATTR","#ANY#","Ø","ATTR-default"
20,"H","default","h","P","#ANY#","H","U-default"
22,"H","default","H","A","#ANY#","H","A-default"
22,"H","default","H","POSS","#ANY#","H","POSS-default"
22,"H","default","H","S","#ANY#","H","S-default"
22,"H","default","H","P","#ANY#","H","U-default"
25,"2","default","H+D","A","#ANY#","2","A-default"
25,"D","default","D","POSS","#ANY#","D","POSS-default"
25,"2","default","H+D","S","#ANY#","2","S-default"
25,"Ø","default","Ø","ATTR","#ANY#","Ø","ATTR-default"
25,"D","default","D","P","#ANY#","D","U-default"
26,"Ø","default","Ø","POSS","N","Ø","POSS-default"
26,"H","conditioned","H","POSS","Pro","H","POSS-default"
26,"H","default","H","A","#ANY#","H","A-default"
26,"H","default","H","S","#ANY#","H","S-default"
26,"H","default","H","P","#ANY#","H","U-default"
26,"Ø","default","Ø","ATTR","#ANY#","Ø","ATTR-default"
27,"H","conditioned","H","POSS","N","H","POSS-default"
27,"Ø","conditioned","Ø","P","N","Ø","U-default"
27,"H","default","H","A","#ANY#","H","A-default"
27,"2","default","H+D","P","#ANY#","2","B-default"
27,"Ø","default","Ø","POSS","#ANY#","Ø","POSS-default"
27,"H","default","H","S","#ANY#","H","S-default"
27,"H","default","H","P","#ANY#","H","U-default"
28,"D","default","D","A","#ANY#","D","A-default"
28,"2","conditioned","H+D","A","#ANY#","2","A-default"
28,"D","default","D","POSS","#ANY#","D","POSS-default"
28,"D","default","D","S","#ANY#","D","S-default"
28,"2","conditioned","H+D","S","#ANY#","2","S-default"
28,"D","default","D","P","#ANY#","D","U-default"
32,"2","default","H+D","A","#ANY#","2","A-default"
32,"D","default","D","POSS","#ANY#","D","POSS-default"
32,"2","default","H+D","S","#ANY#","2","S-default"
32,"2","default","H+D","P","#ANY#","2","U-default"
32,"Ø","default","Ø","ATTR","#ANY#","Ø","ATTR-default"
33,"D","conditioned","D","A","#ANY#","D","A-default"
33,"Ø","default","Ø","A","#ANY#","Ø","A-default"
33,"D","conditioned","D","S","#ANY#","D","S-default"
33,"D","default","D","P","#ANY#","D","B-default"
33,"D","default","D","POSS","#ANY#","D","POSS-default"
33,"Ø","default","Ø","S","#ANY#","Ø","S-default"
33,"Ø","default","Ø","ATTR","#ANY#","Ø","ATTR-default"
33,"Ø","default","Ø","P","#ANY#","Ø","U-default"
33,"D","conditioned","D","P","#ANY#","D","U-default"
34,"H","conditioned","H","POSS","Pro","H","POSS-default"
34,"2","conditioned","H+D","P","Pro","2","U-default"
34,"2","conditioned","H+D","P","Pro","2","B-default"
34,"2","default","H+D","A","#ANY#","2","A-default"
34,"D","default","D","P","#ANY#","D","B-default"
34,"D","default","DD","POSS","#ANY#","D","POSS-default"
34,"2","default","H+D","S","#ANY#","2","S-default"
34,"D","default","D","ATTR","#ANY#","D","ATTR-default"
34,"D","default","D","P","#ANY#","D","U-default"
35,"2","default","H+D","P","#ANY#","2","B-default"
35,"2","default","H+D","A","#ANY#","2","A-default"
35,"2","default","h+D","POSS","#ANY#","D","POSS-default"
35,"2","default","H+D","A","#ANY#","2","A-anim"
35,"2","default","h+D","A","#ANY#","D","A-exp"
35,"D","default","D","P","#ANY#","D","G-default"
35,"2","default","H+D","S","#ANY#","2","S-default"
35,"D","default","D","P","#ANY#","D","T-default"
35,"2","default","H+D","P","#ANY#","2","U-ref"
35,"2","default","H+D","P","#ANY#","2","U-stim"
35,"2","default","H+D","P","#ANY#","2","U-default"
39,"H","default","H","POSS","N","H","POSS-default"
39,"Ø","default","Ø","A","N","Ø","A-default"
39,"Ø","default","Ø","P","N","Ø","U-default"
39,"Ø","default","Ø","S","N","Ø","S-default"
39,"H","conditioned","H","A","Pro","H","A-default"
39,"H","conditioned","H","S","Pro","H","S-default"
39,"H","conditioned","H","P","Pro","H","U-default"
39,"D","default","D","P","#ANY#","D","B-default"
39,,"conditioned","H/D","POSS","#ANY#","2","POSS-default"
40,"2","default","Hh+D","A","#ANY#","2","A-default"
40,"2","default","H+D","P","#ANY#","2","B-default"
40,"2","default","h+D","POSS","#ANY#","D","POSS-default"
40,"2","default","Hh+D","S","#ANY#","2","S-default"
40,"2","default","Hh+D","P","#ANY#","2","U-default"
40,"D","default","D","P","#ANY#","D","T-default"
40,"H","conditioned","H’","ATTR","#ANY#","H","ATTR-default"
40,"D","default","D","ATTR","#ANY#","D","ATTR-default"
43,"Ø","default","Ø","A","#ANY#","Ø","A-default"
43,"H","conditioned","H","POSS","#ANY#","H","POSS-default"
43,"D","default","D","POSS","#ANY#","D","POSS-default"
43,"D","default","D","P","#ANY#","D","B-default"
43,"Ø","default","Ø","ATTR","#ANY#","Ø","ATTR-default"
43,"Ø","conditioned","Ø","POSS","#ANY#","Ø","POSS-default"
43,"H","default","H","S","#ANY#","H","S-default"
43,"H","default","H","P","#ANY#","H","U-default"
44,"Ø","default","Ø","POSS","N","Ø","POSS-default"
44,"D","conditioned","D","POSS","Pro","D","POSS-default"
44,"2","conditioned","H+D","S","Pro","2","S-default"
44,"F","default","F","A","#ANY#","FloatingorClitic","A-default"
44,"F","default","F","S","#ANY#","FloatingorClitic","S-default"
44,"Ø","default","Ø","P","#ANY#","Ø","U-default"
47,"D on H","conditioned","D on H","P","Pro","FloatingorClitic","B-default"
47,"H","default","H","A","#ANY#","H","A-default"
47,,"default",,"P","#ANY#",,"B-default"
47,"H","default","H","POSS","#ANY#","H","POSS-default"
47,"H","default","H","S","#ANY#","H","S-default"
47,"Ø","default","Ø","ATTR","#ANY#","Ø","ATTR-default"
47,"Ø","default","Ø","P","#ANY#","Ø","U-default"
48,"F","conditioned","F","POSS","N","FloatingorClitic","POSS-default"
48,"H","default","H","A","#ANY#","H","A-default"
48,"2","default","hh+d","S","#ANY#","2","S-default"
48,"2","default","H+d","P","#ANY#","H","B-default"
48,"H","default","H","POSS","#ANY#","H","POSS-default"
48,"D","default","d","P","#ANY#","D","U-def"
50,"H","default","H","A","#ANY#","H","A-default"
50,"H","default","H","POSS","#ANY#","H","POSS-default"
50,"H","default","H","S","#ANY#","H","S-default"
50,"H","default","H","P","#ANY#","H","U-default"
53,"H","default","H","P","1PERS","H","U-default"
53,"H","default","H","A","#ANY#","H","A-default"
53,"Ø","default","Ø","POSS","#ANY#","Ø","POSS-default"
53,"H","default","H","S","#ANY#","H","S-default"
55,"H","default","H","A","#ANY#","H","A-default"
55,"H","default","H","P","#ANY#","H","B-default"
55,"H","default","H","POSS","#ANY#","H","POSS-default"
55,"H","default","H","S","#ANY#","H","S-default"
55,"H","default","H","P","#ANY#","H","U-default"
56,"2","default","H+D","A","#ANY#","2","A-default"
56,"D","conditioned","DD","POSS","#ANY#","D","POSS-default"
56,"2","default","H+D","S","#ANY#","2","S-default"
56,"Ø","default","Ø","POSS","#ANY#","Ø","POSS-default"
56,"2","default","H+D","P","#ANY#","2","U-default"
56,"D","default","D","ATTR","#ANY#","D","ATTR-default"
59,"H","default","H","A","#ANY#","H","A-default"
59,"H","default","H","POSS","#ANY#","H","POSS-default"
59,"H","default","H","S","#ANY#","H","S-default"
59,"H","default","H","P","#ANY#","H","U-default"
61,"H","default","H","A","#ANY#","H","A-default"
61,"H","default","H","P","#ANY#","H","B-default"
61,"Ø","conditioned","Ø","POSS","#ANY#","Ø","POSS-default"
61,"H","default","H","POSS","#ANY#","H","POSS-default"
61,"D","conditioned","D","POSS","#ANY#","D","POSS-default"
61,"H","default","H","P","#ANY#","H","U-default"
61,"H","default","H","S","#ANY#","H","S-default"
61,,"default",,"ATTR","#ANY#",,"ATTR-default"
63,"2","default","H+D","A","#ANY#","2","A-default"
63,"H","default","H","POSS","#ANY#","H","POSS-default"
63,"2","default","H+D","P","#ANY#","2","U-default"
63,"2","default","H+D","S","#ANY#","2","S-default"
63,"Ø","default","Ø","ATTR","#ANY#","Ø","ATTR-default"
64,"D","default","D","A","#ANY#","D","A-default"
64,"D","default","D","P","#ANY#","D","B-default"
64,"D","default","D","POSS","#ANY#","D","POSS-default"
64,"Ø","default","Ø","ATTR","#ANY#","Ø","ATTR-default"
64,"D","default","D","S","#ANY#","D","S-default"
64,"D","default","D","P","#ANY#","D","U-default"
64,"D","conditioned","D","ATTR","#ANY#","D","ATTR-default"
65,"2","default","H+D","A","#ANY#","2","A-default"
65,"D","conditioned","D","POSS","#ANY#","D","POSS-default"
65,"2","default","H+D","POSS","#ANY#","2","POSS-default"
65,"D","default","D","P","#ANY#","D","U-default"
65,"2","default","H+D","S","#ANY#","2","S-default"
66,"D","default","D","A","#ANY#","D","A-default"
66,"D","default","D","P","#ANY#","D","B-default"
66,"D","default","D","S","#ANY#","D","S-default"
66,"D","default","D","POSS","#ANY#","D","POSS-default"
66,"D","default","D","ATTR","#ANY#","D","ATTR-default"
66,"D","default","D","P","#ANY#","D","U-default"
68,"2","default","H+D","A","#ANY#","2","A-default"
68,"D","default","D","P","#ANY#","D","B-default"
68,"2","default","H+D","POSS","#ANY#","2","POSS-default"
68,"D","conditioned","DD","POSS","#ANY#","D","POSS-default"
68,"2","default","H+D","S","#ANY#","2","S-default"
68,"D","default","D","ATTR","#ANY#","D","ATTR-default"
68,"2","default","H+D","P","#ANY#","2","U-default"
69,"2","default","H+D","A","#ANY#","2","A-default"
69,"D","default","D","P","#ANY#","D","B-default"
69,"H","conditioned","H","POSS","#ANY#","H","POSS-default"
69,"D","default","D","POSS","#ANY#","D","POSS-default"
69,"2","default","H+D","S","#ANY#","2","S-default"
69,"D","default","D","P","#ANY#","D","U-default"
71,"Ø","conditioned","Ø","POSS","N-inal","Ø","POSS-default"
71,"D","default","D","A","#ANY#","D","A-default"
71,"D","default","D","P","#ANY#","D","B-default"
71,"D","default","D","POSS","#ANY#","D","POSS-default"
71,"D","default","D","S","#ANY#","D","S-default"
71,"D","default","D","P","#ANY#","D","U-default"
72,"D","default","D","A","#ANY#","D","A-default"
72,"D","default","D","POSS","#ANY#","D","POSS-default"
72,"H","conditioned","H","POSS","#ANY#","H","POSS-default"
72,"D","default","D","P","#ANY#","D","U-default"
72,"2","default","h+D","S","#ANY#","D","S-default"
72,"Ø","default","Ø","ATTR","#ANY#","Ø","ATTR-default"
74,"2","default","H+d","A","#ANY#","H","A-default"
74,"D","default","D","P","#ANY#","D","B-default"
74,"D","default","D","P","#ANY#","D","G-default"
74,"D","default","D","POSS","#ANY#","D","POSS-default"
74,"2","default","H+d","S","#ANY#","H","S-default"
74,"D","default","d","P","#ANY#","D","T-default"
74,"D","default","d","P","#ANY#","D","U-default"
75,"D","conditioned","d","POSS","N-alien","D","POSS-default"
75,"H","conditioned","H","A","#ANY#","H","A-default"
75,"Ø","default","Ø","A","#ANY#","Ø","A-default"
75,"H","conditioned","H","P","#ANY#","H","B-default"
75,"Ø","default","Ø","P","#ANY#","Ø","B-default"
75,"D","default","D","POSS","#ANY#","D","POSS-default"
75,"H","conditioned","H","S","#ANY#","H","S-default"
75,"H","conditioned","h","POSS","#ANY#","H","POSS-default"
75,"Ø","default","Ø","S","#ANY#","Ø","S-default"
75,"Ø","default","Ø","P","#ANY#","Ø","U-default"
75,"Ø","default","Ø","ATTR","#ANY#","Ø","ATTR-default"
75,"H","conditioned","H","P","#ANY#","H","U-default"
77,"H","default","H","A","#ANY#","H","A-default"
77,"H","default","H","POSS","#ANY#","H","POSS-default"
77,"D on H","conditioned","d on h","POSS","#ANY#","FloatingorClitic","POSS-default"
77,"H","default","H","S","#ANY#","H","S-default"
77,"H","default","H","P","#ANY#","H","U-default"
77,"D on H","conditioned","d on h","P","#ANY#","FloatingorClitic","U-default"
77,"Ø","default","Ø","ATTR","#ANY#","Ø","ATTR-default"
78,"2","default","H+D","A","#ANY#","2","A-default"
78,"2","default","h+D","POSS","#ANY#","D","POSS-default"
78,"2","default","H+D","S","#ANY#","2","S-default"
78,"D","default","D","P","#ANY#","D","U-default"
78,"D","default","D","ATTR","#ANY#","D","ATTR-default"
79,"H","default","H","A","#ANY#","H","A-default"
79,"D","default","D","POSS","#ANY#","D","POSS-default"
79,"D on H","default","d on h","P","#ANY#","FloatingorClitic","U-default"
79,"D","default","d","ATTR","#ANY#","D","ATTR-default"
79,"H","default","H","S","#ANY#","H","S-default"
80,"Ø","default","Ø","POSS","N","Ø","POSS-default"
80,"D","conditioned","D","POSS","Pro","D","POSS-default"
80,"H","conditioned","H","POSS","N-kin","H","POSS-default"
80,"H","conditioned","H","A","#ANY#","H","A-default"
80,"Ø","default","Ø","A","#ANY#","Ø","A-default"
80,"H","conditioned","H","P","#ANY#","H","B-default"
80,"H","conditioned","H","S","#ANY#","H","S-default"
80,"Ø","default","Ø","S","#ANY#","Ø","S-default"
80,"Ø","default","Ø","P","#ANY#","Ø","U-default"
80,"H","conditioned","H","P","#ANY#","H","U-default"
81,"2","default","H+D","A","#ANY#","2","A-default"
81,"D","default","D","P","#ANY#","D","B-default"
81,"D","default","D","POSS","#ANY#","D","POSS-default"
81,"D","default","D","P","#ANY#","D","U-default"
81,"2","default","H+D","S","#ANY#","2","S-default"
84,"D","default","D","A","#ANY#","D","A-default"
84,"D","default","D","P","#ANY#","D","B-default"
84,"D","default","D","POSS","#ANY#","D","POSS-default"
84,"D","default","D","S","#ANY#","D","S-default"
84,"D","default","D","ATTR","#ANY#","D","ATTR-default"
84,"D","default","D","P","#ANY#","D","U-default"
86,"2","default","H+D","A","#ANY#","2","A-default"
86,"2","default","H+D","P","#ANY#","2","B-default"
86,"D","default","D","POSS","#ANY#","D","POSS-default"
86,"2","default","H+D","S","#ANY#","2","S-default"
86,"D","default","D","ATTR","#ANY#","D","ATTR-default"
86,"2","default","H+D","P","#ANY#","2","U-default"
87,"2","default","H+D","A","#ANY#","2","A-default"
87,"D","default","D","A","#ANY#","D","A-exp"
87,"D","default","D","P","#ANY#","D","B-default"
87,"D","default","Dd","POSS","#ANY#","D","POSS-default"
87,"2","default","H+D","S","#ANY#","2","S-default"
87,"2","default","H+D","P","#ANY#","2","U-stim"
87,"D","default","D","P","#ANY#","D","U-default"
87,"D","default","D","ATTR","#ANY#","D","ATTR-default"
89,"H","default","H","A","#ANY#","H","A-default"
89,"D","default","D","P","#ANY#","D","B-default"
89,"H","default","h","POSS","#ANY#","H","POSS-default"
89,"H","default","H","P","#ANY#","H","U-default"
89,"H","default","H","S","#ANY#","H","S-default"
89,"Ø","default","Ø","ATTR","#ANY#","Ø","ATTR-default"
91,"Ø","default","Ø","POSS","N","Ø","POSS-default"
91,"H","conditioned","H","POSS","Pro","H","POSS-default"
91,"H","default","H","A","#ANY#","H","A-default"
91,"D","default","D","P","#ANY#","D","B-default"
91,"H","default","H","S","#ANY#","H","S-default"
91,"D","default","D","P","#ANY#","D","U-default"
92,"H","default","H","A","#ANY#","H","A-default"
92,"H","default","H","POSS","#ANY#","H","POSS-default"
92,"H","default","H","S","#ANY#","H","S-default"
92,"Ø","default","Ø","P","#ANY#","Ø","U-default"
93,"H","default","H","A","#ANY#","H","A-default"
93,"D","default","D","P","#ANY#","D","B-default"
93,"D","default","D","POSS","#ANY#","D","POSS-default"
93,"H","default","H","S","#ANY#","H","S-default"
93,"H","default","H","P","#ANY#","H","U-default"
93,"D","default","D","ATTR","#ANY#","D","ATTR-default"
95,"Ø","default","Ø","A","N","Ø","A-default"
95,"Ø","default","Ø","P","N","Ø","U-default"
95,"Ø","default","Ø","S","N","Ø","S-default"
95,"D","conditioned","D","P","Pro","D","U-default"
95,"D","conditioned","D","A","Pro","D","A-default"
95,"D","conditioned","D","S","Pro","D","S-default"
95,"D","default","D","P","#ANY#","D","B-default"
95,"H","default","H","POSS","#ANY#","H","POSS-default"
98,"H","default","H","A","#ANY#","H","A-default"
98,"2","default","H+D","P","#ANY#","2","B-default"
98,"H","default","H","S","#ANY#","H","S-default"
98,"D","default","DD","POSS","#ANY#","D","POSS-default"
98,"2","default","H+d","P","#ANY#","H","U-default"
98,"D on H","conditioned","H+d on h","POSS","#ANY#","FloatingorClitic","POSS-default"
98,"Ø","default","Ø","P","#ANY#","Ø","T-default"
98,"D on H","conditioned","H+d on h","P","#ANY#","FloatingorClitic","U-default"
98,"D","default","DD","ATTR","#ANY#","D","ATTR-default"
99,"2","default","h+D","A","#ANY#","D","A-default"
99,"D","default","D","A","#ANY#","D","A-exp"
99,"D","default","D","P","#ANY#","D","B-default"
99,"D","default","D","P","#ANY#","D","G-default"
99,"D","default","DD","POSS","#ANY#","D","POSS-default"
99,"2","default","h+D","P","#ANY#","D","T-default"
99,"2","default","H+D","S","#ANY#","2","S-default"
99,"2","default","h+D","P","#ANY#","D","U-default"
99,"D","default","D","P","#ANY#","D","T-def"
99,"2","default","h+D","P","#ANY#","D","U-stim"
99,"D","default","D","P","#ANY#","D","U-def"
99,"D","default","d","ATTR","#ANY#","D","ATTR-default"
101,"H","default","H","A","#ANY#","H","A-default"
101,"D","default","D","P","#ANY#","D","B-default"
101,"H","default","H","S","#ANY#","H","S-default"
101,"H","default","H","POSS","#ANY#","H","POSS-default"
101,"H","default","H","P","#ANY#","H","U-default"
101,"Ø","default","Ø","ATTR","#ANY#","Ø","ATTR-default"
103,"2","default","H+D","A","#ANY#","2","A-default"
103,"2","default","H+D","POSS","#ANY#","2","POSS-default"
103,"2","default","H+D","S","#ANY#","2","S-default"
103,"2","default","H+D","P","#ANY#","2","U-default"
104,"2","default","H+D","POSS","#ANY#","2","POSS-default"
104,"2","default","H+D","A","#ANY#","2","A-default"
104,"2","default","H+D","S","#ANY#","2","S-default"
104,"2","default","H+D","P","#ANY#","2","U-default"
106,"H","default","H","A","#ANY#","H","A-default"
106,"D","conditioned","D","P","#ANY#","D","B-default"
106,,"default",,"P","#ANY#",,"B-default"
106,"H","default","H","POSS","#ANY#","H","POSS-default"
106,"H","default","H","S","#ANY#","H","S-default"
106,"Ø","default","Ø","ATTR","#ANY#","Ø","ATTR-default"
106,"2","conditioned","h+D","P","#ANY#","D","U-default"
106,"H","default","h","P","#ANY#","H","U-default"
107,"2","default","H+D","A","#ANY#","2","A-default"
107,"H","default","H","POSS","#ANY#","H","POSS-default"
107,"2","default","H+D","S","#ANY#","2","S-default"
107,"2","conditioned","H+D","POSS","#ANY#","2","POSS-default"
107,"D","conditioned","D","P","#ANY#","D","U-default"
107,"2","default","h+D","P","#ANY#","D","U-default"
109,"H","default","H","POSS","N","H","POSS-default"
109,"D","conditioned","D","POSS","Pro","D","POSS-default"
109,"Ø","default","Ø","A","#ANY#","Ø","A-default"
109,"Ø","default","Ø","S","#ANY#","Ø","S-default"
109,"Ø","default","Ø","P","#ANY#","Ø","U-default"
110,"D","conditioned","D","POSS","N-inal","D","POSS-default"
110,"2","default","H+D","A","#ANY#","2","A-default"
110,"D","default","D","A","#ANY#","D","A-exp"
110,"D","default","D","P","#ANY#","D","B-default"
110,"D","default","D","POSS","#ANY#","D","POSS-default"
110,"2","default","H+D","S","#ANY#","2","S-default"
110,"D","default","D","P","#ANY#","D","U-default"
110,"D","default","D","P","#ANY#","D","T-default"
110,"2","default","H+D","P","#ANY#","2","U-stim"
111,"2","default","H+D","A","#ANY#","2","A-default"
111,"D","default","D","POSS","#ANY#","D","POSS-default"
111,"2","conditioned","F+D","POSS","#ANY#","2","POSS-default"
111,"2","default","H+D","S","#ANY#","2","S-default"
111,"D","default","D","P","#ANY#","D","U-default"
112,"H","default","H","A","#ANY#","H","A-default"
112,"2","default","h+D","POSS","#ANY#","D","POSS-default"
112,"H","default","H","S","#ANY#","H","S-default"
112,"2","default","H+d","P","#ANY#","H","U-default"
112,"D","default","d","ATTR","#ANY#","D","ATTR-default"
113,"H","default","H","A","#ANY#","H","A-default"
113,"H","default","H","POSS","#ANY#","H","POSS-default"
113,"H","default","H","P","#ANY#","H","U-default"
113,"H","default","H","S","#ANY#","H","S-default"
114,"D","default","D","A","#ANY#","D","A-default"
114,"D","default","D","A","#ANY#","D","A-exp"
114,"2","default","h+D","A","#ANY#","D","A-poss"
114,"D","conditioned","D","S","#ANY#","D","S-default"
114,"D","conditioned","D","P","#ANY#","D","U-default"
114,"2","default","h+D","S","#ANY#","D","S-default"
114,"2","default","h+D","P","#ANY#","D","U-default"
114,"D","default","D","P","#ANY#","D","U-stim"
116,"2","default","H+D","A","#ANY#","2","A-default"
116,"2","default","H+D","P","#ANY#","2","B-default"
116,"2","default","H+D","P","#ANY#","2","U-default"
118,"D","default","D","A","#ANY#","D","A-default"
118,"D","default","D","P","#ANY#","D","B-default"
118,"D","default","D","POSS","#ANY#","D","POSS-default"
118,"D","default","D","S","#ANY#","D","S-default"
118,"D","default","D","P","#ANY#","D","U-default"
118,"Ø","default","Ø","ATTR","#ANY#","Ø","ATTR-default"
119,"2","default","H+D","A","#ANY#","2","A-default"
119,"2","default","H+D","POSS","#ANY#","2","POSS-default"
119,"2","default","H+D","S","#ANY#","2","S-default"
119,"2","default","H+D","P","#ANY#","2","U-default"
123,"D","default","D","P","#ANY#","D","B-default"
123,"2","default","H+D","A","#ANY#","2","A-default"
123,"D","default","D","POSS","#ANY#","D","POSS-default"
123,"H","conditioned","H","POSS","#ANY#","H","POSS-default"
123,"2","default","H+D","S","#ANY#","2","S-default"
123,"2","conditioned","h+D","P","#ANY#","D","U-default"
123,"2","default","H+d","P","#ANY#","H","U-default"
125,,"default",,"P","#ANY#",,"B-default"
125,"2","conditioned","H+d","A","#ANY#","H","A-default"
125,"H","default","H","A","#ANY#","H","A-default"
125,"H","default","H","S","#ANY#","H","S-default"
125,"H","default","H","POSS","#ANY#","H","POSS-default"
125,"Ø","conditioned","Ø","ATTR","#ANY#","Ø","ATTR-default"
125,"H","default","H","P","#ANY#","H","U-default"
125,,"default",,"ATTR","#ANY#",,"ATTR-default"
126,"2","default","H+D","A","#ANY#","2","A-default"
126,"D","conditioned","D","POSS","#ANY#","D","POSS-default"
126,"H","default","H","POSS","#ANY#","H","POSS-default"
126,"2","default","H+D","S","#ANY#","2","S-default"
126,"2","default","H+D","P","#ANY#","2","U-default"
128,"D","default","D","A","#ANY#","D","A-default"
128,"D","default","D","P","#ANY#","D","B-default"
128,"D","default","Dd","POSS","#ANY#","D","POSS-default"
128,"D","default","D","P","#ANY#","D","U-default"
128,"D","default","D","S","#ANY#","D","S-default"
128,"D","default","D","P","#ANY#","D","T-default"
128,"D","default","D","ATTR","#ANY#","D","ATTR-default"
129,"H","default","H","A","#ANY#","H","A-default"
129,"D","default","D","P","#ANY#","D","B-default"
129,"H","default","H","POSS","#ANY#","H","POSS-default"
129,"H","default","H","S","#ANY#","H","S-default"
129,"H","default","H","P","#ANY#","H","U-default"
129,"Ø","default","Ø","ATTR","#ANY#","Ø","ATTR-default"
130,"2","default","H+D","A","#ANY#","2","A-default"
130,"D","default","D","P","#ANY#","D","B-default"
130,"D","default","D","POSS","#ANY#","D","POSS-default"
130,"2","default","H+D","S","#ANY#","2","S-default"
130,"D","default","D","P","#ANY#","D","U-default"
130,"D","default","D","P","#ANY#","D","T-default"
130,"Ø","default","Ø","ATTR","#ANY#","Ø","ATTR-default"
131,"D","conditioned","D","S","Pro","D","S-default"
131,"D","conditioned","D","A","Pro","D","A-default"
131,"D","conditioned","D","P","Pro","D","U-default"
131,"Ø","default","Ø","A","#ANY#","Ø","A-default"
131,"D","default","D","P","#ANY#","D","B-default"
131,"D","default","D","POSS","#ANY#","D","POSS-default"
131,"Ø","default","Ø","S","#ANY#","Ø","S-default"
131,"H","default","H","P","#ANY#","H","U-default"
131,"Ø","default","Ø","ATTR","#ANY#","Ø","ATTR-default"
132,"D on H","default","d on h","POSS","N-inal","FloatingorClitic","POSS-default"
132,"H","default","H","A","#ANY#","H","A-default"
132,"H","default","H","P","#ANY#","H","B-default"
132,"Ø","conditioned","Ø","POSS","#ANY#","Ø","POSS-default"
132,"H","default","h","P","#ANY#","H","T-default"
132,"Ø","default","Ø","ATTR","#ANY#","Ø","ATTR-default"
132,"H","default","H","P","#ANY#","H","U-default"
132,"H","default","H","S","#ANY#","H","S-default"
133,"D","conditioned","D","POSS","Pro","D","POSS-default"
133,"D","default","D","A","#ANY#","D","A-default"
133,"D","default","D","P","#ANY#","D","B-default"
133,"Ø","default","Ø","POSS","#ANY#","Ø","POSS-default"
133,"Ø","default","Ø","S","#ANY#","Ø","S-default"
133,"Ø","default","Ø","ATTR","#ANY#","Ø","ATTR-default"
133,"D","default","D","P","#ANY#","D","U-default"
134,"H","default","H","A","#ANY#","H","A-default"
134,"D","default","D","P","#ANY#","D","B-default"
134,"H","default","H","P","#ANY#","H","U-default"
134,"Ø","default","Ø","POSS","#ANY#","Ø","POSS-default"
