LID,Glottocode,Language,ISO639_3,LanguageAlternativeNames,Stock,StockAlternativeName,MacroQuasiStock,QuasiStock,MajorBranch,SubBranch,SubSubBranch,LowestSubBranch,Genesis,Longitude,Latitude,LocalRegion,IsNearProtoHomeland,Modality,Subsistence,OriginContinent,Continent,Area,Macrocontinent
396,waig1243,Waigali,wbk,Waigali,Indo-European,,,Indo-Uralic,Indo-Iranian,Nuristani,,,,71.25,35,Himalaya,,,,Eurasia,S/SE Asia,Indic,Eurasia
325,osse1243,Ossetic,oss,"Ossetic, Ossete",Indo-European,,,Indo-Uralic,Indo-Iranian,Iranian,Northeast Iranian,,,44,43,Caucasus,,,not hg,Eurasia,W and SW Eurasia,Greater Mesopotamia,Eurasia
17,tosk1239,Albanian,als,Albanian,Indo-European,,,Indo-Uralic,Albanian,Albanian,,,,20,41,,,,,Eurasia,W and SW Eurasia,Europe,Eurasia
114,ingu1240,Ingush,inh,Ingush,Nakh-Daghestanian,,,,Nakh,Vainakh,,,,44.77,42.97,Caucasus,,,not hg,Eurasia,W and SW Eurasia,Greater Mesopotamia,Eurasia
413,khin1240,Xinalug,kjj,Xinalug,Nakh-Daghestanian,,,,Daghestanian,Xinalug,,,,48.13,41.18,Caucasus,,,not hg,Eurasia,W and SW Eurasia,Greater Mesopotamia,Eurasia
389,udii1243,Udi,udi,Udi,Nakh-Daghestanian,,,,Daghestanian,Lezgian,Udi,,,47.27,41.08,Caucasus,,,,Eurasia,W and SW Eurasia,Greater Mesopotamia,Eurasia
162,lezg1247,Lezgi,lez,Lezgi,Nakh-Daghestanian,,,,Daghestanian,Lezgian,Samurian (core Lezgian),Western Samurian,,47.83,41.67,Caucasus,,,not hg,Eurasia,W and SW Eurasia,Greater Mesopotamia,Eurasia
145,darg1241,Dargi (Kubachi),dar,"Kubachi, Kubachi Dargi",Nakh-Daghestanian,,,,Daghestanian,Dargic,,,,47.6,42.09,Caucasus,,,not hg,Eurasia,W and SW Eurasia,Greater Mesopotamia,Eurasia
155,lakk1252,Lak,lbe,"Lak, Laki, Kazikumukhtsy",Nakh-Daghestanian,,,,Daghestanian,Lak,,,,47.11,42.17,Caucasus,TRUE,,not hg,Eurasia,W and SW Eurasia,Greater Mesopotamia,Eurasia
7,abkh1244,Abkhaz,abk,Abkhaz,West Caucasian,,,,Abkhazian-Ubykh,,,Abkhaz-Abaza,,41,43.08,Caucasus,TRUE,,not hg,Eurasia,W and SW Eurasia,Greater Mesopotamia,Eurasia
205,nene1249,Nenets (Tundra),yrk,"Nenets (Tundra), Tundra Nenets, Yurak Samoyed, Tundra Yurak",Uralic,,,Indo-Uralic,Samoyedic,Northern Samoyedic,,,,72,69,,,,not hg,Eurasia,N-C Asia,Inner Asia,Eurasia
107,hung1274,Hungarian,hun,Hungarian,Uralic,,,Indo-Uralic,Finno-Ugric,Ugric,,,,20,47,,,,not hg,Eurasia,W and SW Eurasia,Europe,Eurasia
139,komi1268,Komi (Zyrian),kpv,"Zyrian, Komi",Uralic,,,Indo-Uralic,Finno-Ugric,Finno-Permian,Permian,,,50,62,,,,,Eurasia,N-C Asia,Inner Asia,Eurasia
78,finn1318,Finnish,fin,Finnish,Uralic,,,Indo-Uralic,Finno-Ugric,Finno-Permian,Finno-Volgaic,Finno-Saamic,,25,62,,,,,Eurasia,N-C Asia,Inner Asia,Eurasia
57,chuv1255,Chuvash,chv,Chuvash,Turkic,,,Altaic,Bulghar (aka Oghur),,,,,47.5,55.5,,,,,Eurasia,N-C Asia,Inner Asia,Eurasia
387,tuvi1240,Tuva,tyv,"Tuvan, Tuvin, Tuva",Turkic,,,Altaic,Common Turkic,Northern Turkish,Siberian,,,95,52,,,,not hg,Eurasia,N-C Asia,Inner Asia,Eurasia
124,kara1465,Karachay-Balkar,krc,Karachay-Balkar,Turkic,,,Altaic,Common Turkic,Kipchak (Northwest Turkic),,,,42,43.5,Caucasus,,,,Eurasia,W and SW Eurasia,Greater Mesopotamia,Eurasia
188,halh1238,Mongolian (Khalkha),khk,"Mongolian (Khalkha), Mongolian proper, Khalkha",Mongolic,Mongolian,,Altaic,,,,,,105,47,,TRUE,,not hg,Eurasia,N-C Asia,Inner Asia,Eurasia
201,nana1257,Nanai,gld,"Nanai, Gold, Goldi, Nanaj, Nanay",Tungusic,,,Altaic,Central Tungusic,Central-Western Tungusic,,,,137,49.5,,TRUE,,hg,Eurasia,N-C Asia,N Coast Asia,Eurasia
423,nort2745,Yukagir (Tundra),ykg,"Yukaghir, Yukagir",Yukagir,,,,,,,,,160,69,,,,hg,Eurasia,N-C Asia,Inner Asia,Eurasia
129,kett1243,Ket,ket,Ket,Yeniseian,,,,,,,,,87,64,,TRUE,,hg,Eurasia,N-C Asia,Inner Asia,Eurasia
12,ainu1240,Ainu,ain,Ainu,Ainu,,,,,,,,,143,43,,TRUE,,hg,Eurasia,N-C Asia,N Coast Asia,Eurasia
118,nucl1643,Japanese,jpn,Japanese,Japanese,,,Altaic,,,,,,140,37,,TRUE,,not hg,Eurasia,N-C Asia,N Coast Asia,Eurasia
141,kore1280,Korean,kor,Korean,Korean,,,Altaic,,,,,,128,37.5,,TRUE,,not hg,Eurasia,N-C Asia,N Coast Asia,Eurasia
56,chuk1273,Chukchi,ckt,Chukchi,Chukchi-Kamchatkan,,,,Chukotkan,Northern Chukotkan,,,,170,67,,TRUE,,hg,Eurasia,N-C Asia,N Coast Asia,Eurasia
116,itel1242,Itelmen,itl,Itelmen,Chukchi-Kamchatkan,,,,Kamchatkan,,,,,157.5,57,,,,hg,Eurasia,N-C Asia,N Coast Asia,Eurasia
18,aleu1260,Aleut,ale,Aleut,Eskimo-Aleut,,,,Aleut,,,,,-166,54,,,,hg,North America,N-C Asia,N Coast Asia,Eurasia
203,nauk1242,Naukan,ynk,Naukan,Eskimo-Aleut,,,,Eskimoan,,,Yupik,,-172,66,,,,hg,North America,N-C Asia,N Coast Asia,Eurasia
40,buru1296,Burushaski,bsk,Burushaski,Burushaski,,,,,,,,,74.5,36.5,Himalaya,TRUE,,not hg,Eurasia,S/SE Asia,Indic,Eurasia
197,naha1261,Nahali,nlx,"Nihali, Nihal, Kalto, Nahal, Nahali",Nahali,,,,,,,,,77.83,19.75,,TRUE,,,Eurasia,S/SE Asia,Indic,Eurasia
142,kota1263,Kota,kfe,Kota,Dravidian,,,,South Dravidian,South Dravidian I,,,,77,11,,,,,Eurasia,S/SE Asia,Indic,Eurasia
171,mand1415,Mandarin,cmn,Mandarin,Sino-Tibetan,,,,Sinitic,Northern Sinitic,,,,110,35,,,,not hg,Eurasia,S/SE Asia,Southeast Asia,Eurasia
221,diga1241,Mishmi,mhu,"Digaru, Mishmi, Digaro",Sino-Tibetan,,,,Mishmi,,,,,96,28.42,Himalaya,,,,Eurasia,S/SE Asia,Indic,Eurasia
223,sout2729,Pumi,pus,"Prinmi, Pumi",Sino-Tibetan,,,,Qiangic,,,,,101,28,,TRUE,,,Eurasia,S/SE Asia,Southeast Asia,Eurasia
225,lahu1253,Lahu,lhu,Lahu,Sino-Tibetan,,,,Lolo-Burmese,Loloish,Central Loloish,,,98.17,20,,,,not hg,Eurasia,S/SE Asia,Southeast Asia,Eurasia
226,sgaw1245,Karen (Sgaw),ksw,Karen (Sgaw),Sino-Tibetan,,,,Karenic,,,,,97.5,17.5,,,,,Eurasia,S/SE Asia,Southeast Asia,Eurasia
228,pare1266,Gorum,pcj,"Parengi, Gorum",Austroasiatic,,,,Munda,Southern Munda,Koraput,,,82.6,18.8,,,,,Eurasia,S/SE Asia,Indic,Eurasia
371,temi1246,Temiar,tea,Temiar,Austroasiatic,,,,Southern Mon-Khmer,Aslian,Senoic,,,101.5,5,,,,,Eurasia,S/SE Asia,Southeast Asia,Eurasia
44,carn1240,Car,caq,"Car, Car Nicobarese",Austroasiatic,,,,Southern Mon-Khmer,Nicobaric,,,,93,9,,,,,Eurasia,S/SE Asia,Southeast Asia,Eurasia
1,grea1241,Great Andamanese,gac,Great Andamanese,Great Andamanese,,,Andamanese,,,,,,92.4,12,,TRUE,,,Eurasia,S/SE Asia,Southeast Asia,Eurasia
2,onge1236,Onge,oon,"Onge, Önge, Little Andamanese",Onge,Little Andamanese,,Andamanese,,,,,,92.42,10.75,,,,hg,Eurasia,S/SE Asia,Southeast Asia,Eurasia
374,thai1261,Thai,tha,Thai,Tai-Kadai,,,,,,,,,101,16,,TRUE,,not hg,Eurasia,S/SE Asia,Southeast Asia,Eurasia
182,caom1238,Cao Miao,cov,"Miao, Cao Miao, Grass Miao, Mjiuniang, Sanjiang Miao",Tai-Kadai,,,,,,,,,107,27,,TRUE,,,Eurasia,S/SE Asia,Southeast Asia,Eurasia
327,paiw1248,Paiwan,pwn,Paiwan,Austronesian,,,,Paiwanic,,,,,120.83,22.5,,TRUE,,not hg,Eurasia,S/SE Asia,Oceania,Eurasia
48,cham1312,Chamorro,cha,Chamorro,Austronesian,,,,Malayo-Polynesian,,,,,144.75,13.45,,,,,Eurasia,NG and Oceania,Oceania,Pacific
362,taga1270,Tagalog,tgl,Tagalog,Austronesian,,,,Malayo-Polynesian,Western Malayo-Polynesian non-clade,,,,121,15,,,,not hg,Eurasia,S/SE Asia,Oceania,Eurasia
384,tuka1249,Tukang Besi,bhq,Tukang Besi,Austronesian,,,,Malayo-Polynesian,Western Malayo-Polynesian non-clade,,,,123.5,-5.5,,,,,Eurasia,NG and Oceania,Oceania,Pacific
39,buru1303,Buru,mhs,Buru,Austronesian,,,,Malayo-Polynesian,Central Malayo-Polynesian non-clade,Central Maluku,West (Central Maluku),,126.5,-3.5,,,,,Eurasia,NG and Oceania,Oceania,Pacific
157,lama1277,Lamaholot,slp,"Lamaholot, Solor, Solorese",Austronesian,,,,Malayo-Polynesian,Central Malayo-Polynesian non-clade,Timor,Flores-Lembata,,122.92,-8.25,,,,,Eurasia,NG and Oceania,Oceania,Pacific
381,kuan1248,Tolai,ksd,"Tolai, Kuanua, Raluana, Tuna",Austronesian,,,,Malayo-Polynesian,Oceanic,Western Oceanic linkage,Meso-Melanesian linkage,,152.08,-4.25,,,,,Eurasia,NG and Oceania,N Coast New Guinea,Pacific
70,dehu1237,Drehu,dhv,Drehu,Austronesian,,,,Malayo-Polynesian,Oceanic,Southern Oceanic linkage,Southern Melanesian,,167.25,-21,,,,,Eurasia,NG and Oceania,Oceania,Pacific
368,tawa1275,Tawala,tbo,Tawala,Austronesian,,,,Malayo-Polynesian,Oceanic,Western Oceanic linkage,Papuan Tip,,150.67,-10.33,,,,,Eurasia,NG and Oceania,S New Guinea,Pacific
334,pohn1238,Ponapean,pon,Ponapean,Austronesian,,,,Malayo-Polynesian,Oceanic,Micronesian,,,158.25,6.88,,,,,Eurasia,NG and Oceania,Oceania,Pacific
77,fiji1243,Fijian (Boumaa),fij,Fijian (Boumaa),Austronesian,,,,Malayo-Polynesian,Oceanic,Central Pacific,,,178,-18,,,,not hg,Eurasia,NG and Oceania,Oceania,Pacific
346,samo1305,Samoan,smo,Samoan,Austronesian,,,,Malayo-Polynesian,Oceanic,Central Pacific,Eastern Fijian-Polynesian linkage,,171.83,-13.92,,,,,Eurasia,NG and Oceania,Oceania,Pacific
146,kuii1253,Kui (Indonesia),kvd,"Kui (Indonesia), Lerabain, Masin-Lak",Timor-Alor-Pantar,,,,Alor-Pantar,Alor,,,,124,-8.3,,TRUE,,,Pacific,NG and Oceania,Oceania,Pacific
343,sahu1245,Sahu,saj,Sahu,West Papuan,,,,North Halmaheran,,,,,127.5,1.17,,,,,Pacific,NG and Oceania,Oceania,Pacific
364,kula1280,Tanglapui,tpg,Tanglapui,Tanglapui,,Trans New Guinea,Timor-Alor-Pantar,,,,,,125,-8.2,,TRUE,,,Pacific,NG and Oceania,Oceania,Pacific
62,demt1241,Demta,dmy,(Demta),Sentani,,Trans New Guinea,Asmat-Sentani,,,,,,140.13,-2.33,,TRUE,,not hg,Pacific,NG and Oceania,N Coast New Guinea,Pacific
61,lowe1415,Dani (Lower Grand Valley),dni,Dani (Lower Grand Valley),Dani,,,,,,,,,138.83,-4.33,,,,,Pacific,NG and Oceania,Interior New Guinea,Pacific
415,nini1235,retire_Yali,nlk,Yali,Mek,,Trans New Guinea,,,,,,,139.33,-4.1,,TRUE,,,Pacific,NG and Oceania,Interior New Guinea,Pacific
130,west2599,Kewa,kew,Kewa,Engan-Kewa,,Trans New Guinea,East New Guinea Highlands,Angal-Kewa,,,,,143.83,-6.5,,TRUE,,,Pacific,NG and Oceania,Interior New Guinea,Pacific
410,wiru1244,Wiru,wiu,Wiru,Wiru,,Trans New Guinea,East New Guinea Highlands,,,,,,140.16,-6.5,,TRUE,,,Pacific,NG and Oceania,S New Guinea,Pacific
345,salt1242,Salt-Yui,sll,"Salt-Yui, Salt, Salt-Iui",Chimbu-Wahgi,,Trans New Guinea,East New Guinea Highlands,Chimbu,,,,,145.03,-6.28,,TRUE,,,Pacific,NG and Oceania,Interior New Guinea,Pacific
103,yaga1260,Hua,ygr,"Hua, Huva, Yagaria, Kami-Kulaka, Move, Ologuti, Dagenava, Kamate, Hira, Hua (Huva), Kotom",Eastern Highlands,,Trans New Guinea,East New Guinea Highlands,Gorokan,Kamano-Yagaria,,,,145.42,-6.33,,TRUE,,not hg,Pacific,NG and Oceania,Interior New Guinea,Pacific
232,usar1243,Usarufa,usa,Usarufa,Eastern Highlands,,Trans New Guinea,East New Guinea Highlands,Kainantu,,,,,145.58,-6.42,,TRUE,,,Pacific,NG and Oceania,Interior New Guinea,Pacific
358,suen1241,Suena,sue,Suena,Greater Binanderean,,Trans New Guinea,,Binanderean,North Binanderean,,,,147.55,-7.75,,TRUE,,,Pacific,NG and Oceania,S New Guinea,Pacific
31,nucl1630,Barai,bbb,Barai,Koiarian,,Trans New Guinea,Southeast Papuan,Baraic,,,,,148.19,-9.04,,,,not hg,Pacific,NG and Oceania,S New Guinea,Pacific
136,kobo1249,Kobon,kpw,Kobon,Madang,,Trans New Guinea,,Kalamic-South Adelbert,Kalam-Kobon,,,,144.33,-5.17,,TRUE,,,Pacific,NG and Oceania,Interior New Guinea,Pacific
153,mula1254,Mulaha,mfw,"Kwalean, Mulaha, Iaibu",Kwalean,,Trans New Guinea,Southeast Papuan,,,,,,147.6,-9.66,,TRUE,,,Pacific,NG and Oceania,S New Guinea,Pacific
126,kate1253,Kâte,kmg,Kâte,Finisterre-Huon,,Trans New Guinea,,Huon,Eastern Huon,,,,147.75,-6.5,,TRUE,,,Pacific,NG and Oceania,N Coast New Guinea,Pacific
417,nucl1454,Yawa,yva,(Yawa),West Papuan,,,,,,,Yapen,,136.25,-1.75,,TRUE,,,Pacific,NG and Oceania,N Coast New Guinea,Pacific
402,ware1253,Warembori,wsa,Warembori,Lower Mamberamo,Warembori,,,,,,,,137.58,-1.67,,TRUE,,not hg,Pacific,NG and Oceania,N Coast New Guinea,Pacific
366,burm1264,Burmeso,bzu,"Taurap, Burmeso",Taurap,Burmeso,,,,,,,,138.06,-2.4,,TRUE,,not hg,Pacific,NG and Oceania,N Coast New Guinea,Pacific
33,bauz1241,Bauzi,bvz,Bauzi,East Cenderawasih Bay,"East Cenderawasih (Bay), East Geelvinck Bay",,,,,,,,137.5,-2.5,,TRUE,,hg,Pacific,NG and Oceania,N Coast New Guinea,Pacific
109,iauu1242,Iau,tmu,Iau,Lakes Plain,,,,Tariku,,,,,137.5,-3.17,,TRUE,,hg,Pacific,NG and Oceania,N Coast New Guinea,Pacific
26,casu1237,Asmat,asc,Asmat,Macro-Ok,,,,Asmat-Kamoro,,,,,138.4,-6,,TRUE,,hg,Pacific,NG and Oceania,S New Guinea,Pacific
370,tele1256,Telefol,tlf,Telefol,Macro-Ok,,,,Mountain Ok,,,,,141.75,-5,,TRUE,,not hg,Pacific,NG and Oceania,Interior New Guinea,Pacific
38,kuni1265,Boazi,kvg,Boazi,Marind,,Trans New Guinea,,,,,,,141.33,-7,,TRUE,,hg,Pacific,NG and Oceania,S New Guinea,Pacific
131,kima1246,Kimaama,kig,"Kimaama, Kimaghama",Kolopom,,Trans New Guinea,,,,,,,138.5,-8,,TRUE,,,Pacific,NG and Oceania,S New Guinea,Pacific
134,nort2930,Kiwai,kiw,"Kiwai, Gibaio, Northeast Kiwai",Kiwaian,,,,,,,,,143.5,-8,,TRUE,,hg,Pacific,NG and Oceania,S New Guinea,Pacific
211,ngka1235,Ngkalmpw Knwme,kcd,"Ngkalmpw Knwme, Kanum",South Central Papuan,,,,Morehead and Upper Maro Rivers,,,Kanum,,140.92,-8.67,,TRUE,,,Pacific,NG and Oceania,S New Guinea,Pacific
330,pawa1255,Pawaian,pwa,Pawaian,Pawaian,,Trans New Guinea,Teberan-Pawaian,,,,,,145.08,-7,,TRUE,,not hg,Pacific,NG and Oceania,S New Guinea,Pacific
350,nucl1632,Sentani,set,Sentani,Sentani,,Trans New Guinea,Asmat-Sentani,,,,,,140.58,-2.58,,TRUE,,not hg,Pacific,NG and Oceania,N Coast New Guinea,Pacific
212,nucl1633,Nimboran,nir,Nimboran,Nimboran,,,,,,,,,140.17,-2.5,,TRUE,,,Pacific,NG and Oceania,N Coast New Guinea,Pacific
190,else1239,Elseng,mrf,Morwap,Morwap,Elseng,,,,,,,,140.5,-3,,TRUE,,not hg,Pacific,NG and Oceania,N Coast New Guinea,Pacific
395,vani1248,Vanimo,vam,"Dumo, Vanimo",Macro-Skou,,,,Skou-Serra-Warapu,,Skou,,,141.3,-2.67,,TRUE,,not hg,Pacific,NG and Oceania,N Coast New Guinea,Pacific
403,wari1266,Waris,wrs,Waris,Border,,,,Waris,,,,,141,-3.17,,,,,Pacific,NG and Oceania,N Coast New Guinea,Pacific
427,kark1258,Karkar,yuj,"Karkar-Yuri, Karkar",Karkar,"Karkar, Karkar-Yuri",,,,,,,,141.08,-3.75,,TRUE,,not hg,Pacific,NG and Oceania,N Coast New Guinea,Pacific
419,yess1239,Yessan-Mayo,yss,Yessan-Mayo,Sepik,,,,Tama Sepik,,,,,142.6,-4,,TRUE,,not hg,Pacific,NG and Oceania,N Coast New Guinea,Pacific
307,kris1246,Krisa,ksi,Krisa,Macro-Skou,,,,Krisa,,,,,141.28,-2.83,,,,not hg,Pacific,NG and Oceania,N Coast New Guinea,Pacific
24,bumb1241,Arapesh,aon,"Arapesh, Arapesh Bumbita",Torricelli,,,Torricelli-Lower Sepik,Kombio,Arapesh,,,,143.17,-3.47,,,,,Pacific,NG and Oceania,N Coast New Guinea,Pacific
322,oksa1245,Oksapmin,opm,Oksapmin,Macro-Ok,,,,Oksapmin,,,,,142.17,-5.17,,TRUE,,,Pacific,NG and Oceania,Interior New Guinea,Pacific
14,alam1246,Alamblak,amp,Alamblak,Sepik,,,,Sepik Hill,,,,,143.33,-4.67,,TRUE,,hg,Pacific,NG and Oceania,N Coast New Guinea,Pacific
420,yima1243,Yimas,yee,Yimas,Lower Sepik - Ramu,,,Torricelli-Lower Sepik,Lower Sepik,Yimas-Karawari,,,,143.55,-4.67,,TRUE,,hg,Pacific,NG and Oceania,N Coast New Guinea,Pacific
83,taia1239,Gapun,gpn,Gapun,Gapun,,,,,,,,,144.5,-4.08,,TRUE,,not hg,Pacific,NG and Oceania,N Coast New Guinea,Pacific
28,awtu1239,Awtuw,kmn,Awtuw,Sepik,,,,Ram,,,,,142,-3.58,,TRUE,,not hg,Pacific,NG and Oceania,N Coast New Guinea,Pacific
369,tehi1237,Tehit,kps,Tehit,West Papuan,,,,South Bird’s Head,,,,,132,-1.5,,TRUE,,,Pacific,NG and Oceania,N Coast New Guinea,Pacific
20,amel1241,Amele,aey,Amele,Madang,,Trans New Guinea,,Croisilles,Mabuso,,,,145.58,-5.25,,TRUE,,,Pacific,NG and Oceania,N Coast New Guinea,Pacific
367,tauy1241,Tauya,tya,Tauya,Madang,,Trans New Guinea,,Rai Coast,,,,,145.33,-5.75,,,,not hg,Pacific,NG and Oceania,Interior New Guinea,Pacific
393,usan1239,Usan,wnu,Usan,Madang,,Trans New Guinea,,Croisilles,Numugenan,,,,145.17,-4.83,,TRUE,,,Pacific,NG and Oceania,N Coast New Guinea,Pacific
407,wask1241,Waskia,wsk,Waskia,Madang,,Trans New Guinea,,Isumrud,,,,,146,-4.5,,,,,Pacific,NG and Oceania,N Coast New Guinea,Pacific
359,sulk1246,Sulka,sua,Sulka,Sulka,,,,,,,,,151.92,-5.08,,TRUE,,,Pacific,NG and Oceania,N Coast New Guinea,Pacific
22,anem1249,Anêm,anz,Anêm,West New Britain,,,Yele-West New Britain,,,,,,149.08,-5.58,,TRUE,,,Pacific,NG and Oceania,N Coast New Guinea,Pacific
191,siwa1245,Motuna,siw,Motuna,South Bougainville,,,,Buin,,,,,155.42,-6.62,,TRUE,,,Pacific,NG and Oceania,Oceania,Pacific
140,rapo1238,Konua,kyx,"Konua, Rapoisi",North Bougainville,West Bougainville,,,,,,,,154.83,-5.83,,TRUE,,,Pacific,NG and Oceania,Oceania,Pacific
30,qaqe1238,Baining,byx,"Makakat, Qaqet, Maqaqet, Kakat, Baining",East New Britain,Baining-Taulil,,,,,,,,152,-4.58,,TRUE,,,Pacific,NG and Oceania,N Coast New Guinea,Pacific
13,ayiw1239,Aiwo,nfl,"Aiwo, Ayiwo, Äiwoo",Austronesian,,,,Malayo-Polynesian,Oceanic,Temotu,Reefs-Santa Cruz,,166.25,-10.33,,TRUE,,,Eurasia,NG and Oceania,Oceania,Pacific
138,komb1274,Kombai,tyn,Kombai,Macro-Ok,,,,Awyu-Dumut,,,,,140,-5.58,,TRUE,,not hg,Pacific,NG and Oceania,S New Guinea,Pacific
36,beri1254,Berik,bkl,"Berik, Tor",Orya-Mawes-Tor-Kwerba,,,,Tor,,,,,138.83,-2.25,,,,hg,Pacific,NG and Oceania,N Coast New Guinea,Pacific
133,kiri1256,Kirikiri,kiy,"Kirikiri, Kirira",East Cenderawasih Bay,,,,Tariku,,,,,137.17,-3,,,,hg,Pacific,NG and Oceania,N Coast New Guinea,Pacific
320,oira1263,Oirata,oia,Oirata,Timor-Alor-Pantar,,,,Timor-Kisar,,,,,127.17,-8.1,,,,,Pacific,NG and Oceania,Oceania,Pacific
158,lamm1241,Lamma,lev,"Lamma, Western Pantar",Timor-Alor-Pantar,,,,Alor-Pantar,,,,,124.12,-8.5,,TRUE,,,Pacific,NG and Oceania,Oceania,Pacific
137,wers1238,Kolana,kvw,"Kolana, Wersing",Timor-Alor-Pantar,,,,Alor-Pantar,Alor,,,,125.12,-8.25,,,,,Pacific,NG and Oceania,Oceania,Pacific
71,dyir1250,Dyirbal,dbl,Dyirbal,Pama-Nyungan,,,Macro-Pama-Nyungan,Dyirbalic,,,,,145.58,-17.83,,,,hg,Australia,Australia,N Australia,Pacific
416,yank1247,Yankunytjara,kdd,"Yankunytjara, Yankuntjatjara, Yankuntjara",Pama-Nyungan,,,Macro-Pama-Nyungan,Southwestern Pama-Nyungan,Nyungic,,Western Desert,,132,-27,,,,hg,Australia,Australia,S Australia,Pacific
193,east2379,Mparntwe Arrernte,aer,Mparntwe Arrernte,Pama-Nyungan,,,Macro-Pama-Nyungan,Arandic,,,,,136,-24,,,,hg,Australia,Australia,S Australia,Pacific
64,dier1241,Diyari,dif,Diyari,Pama-Nyungan,,,Macro-Pama-Nyungan,Karnic,,,,,139,-28,,,,hg,Australia,Australia,S Australia,Pacific
391,urad1238,Uradhi,urf,"Uradhi, Atampaya",Pama-Nyungan,,,Macro-Pama-Nyungan,Paman,Northern Pama,,,,142.42,-11.92,,,,hg,Australia,Australia,N Australia,Pacific
66,dhuw1249,Djapu,duj,Djapu,Pama-Nyungan,,,Macro-Pama-Nyungan,Yolngu,,,,,136,-13,,,,hg,Australia,Australia,N Australia,Pacific
210,wang1291,Ngiyambaa,wyb,Ngiyambaa,Pama-Nyungan,,,Macro-Pama-Nyungan,Wiraduric,,,,,145.5,-31.75,,,,hg,Australia,Australia,S Australia,Pacific
408,west2443,Wemba Wemba,xww,"Wemba Wemba, Wembawemba",Pama-Nyungan,,,Macro-Pama-Nyungan,Kulinic,,,,,145,-36,,,,hg,Australia,Australia,S Australia,Pacific
173,mang1381,Mangarayi,mpc,Mangarayi,Mangarayan,,,,,,,,,133.5,-14.67,,TRUE,,hg,Australia,Australia,N Australia,Pacific
68,djin1251,Djingili,jig,"Djingili, Jingulu",Mirndi,,,,Barkly (Eastern Mirndi),,,,,134,-17.75,,TRUE,,hg,Australia,Australia,N Australia,Pacific
424,gang1267,Yukulta,gcd,Yukulta,Tangkic,,,Macro-Pama-Nyungan,,,,,,138.83,-17.33,,,,,Australia,Australia,N Australia,Pacific
128,kaya1319,Kayardild,gyd,Kayardild,Tangkic,,,Macro-Pama-Nyungan,Southern Tangkic,South Wellesley,,South Wellesley,,139.5,-17.05,,TRUE,,hg,Australia,Australia,N Australia,Pacific
93,gunw1252,Gunwinggu,gup,"Mayali, Gunwinygu, Bininj Gun-Wok, Gunwinggu, Kunwinjku",Gunwingguan,,,Macro-Pama-Nyungan,,,,,,133.75,-12.5,,,,hg,Australia,Australia,N Australia,Pacific
209,ngal1293,Ngalakan,nig,Ngalakan,Gunwingguan,,,Macro-Pama-Nyungan,,,,,,134,-14.25,,,,hg,Australia,Australia,N Australia,Pacific
400,wara1290,Waray,wrz,Waray,Gunwingguan,,,Macro-Pama-Nyungan,Western Gunwingguan,,,,,131.25,-13.17,,,,hg,Australia,Australia,N Australia,Pacific
401,ward1246,Wardaman,wrr,Wardaman,Wagiman - Wardaman,,,,,,,,,131,-15.5,,TRUE,,hg,Australia,Australia,N Australia,Pacific
378,tiwi1244,Tiwi,tiw,Tiwi,Tiwi,,,,,,,,,131,-11.5,,TRUE,,hg,Australia,Australia,N Australia,Pacific
178,mari1424,Marrithiyel,mfr,"Marithiel, Marrithiyel",Western Daly,,,,,,,,,130,-13.83,,TRUE,,hg,Australia,Australia,N Australia,Pacific
196,murr1258,Murrinh-patha,mwf,"Murrinh-patha, Murinbada, Murinbata, Garama",Southern Daly,,,,,,,,,129.67,-14.67,,TRUE,,hg,Australia,Australia,N Australia,Pacific
170,mull1237,Malak-Malak,mpb,Malak-Malak,Northern Daly,,,,,,,,,130.42,-13.42,,TRUE,,hg,Australia,Australia,N Australia,Pacific
181,maun1240,Mawng,mph,"Maung, Mawng",Iwaidjan,,,,,,,,,133.5,-11.92,,TRUE,,hg,Australia,Australia,N Australia,Pacific
149,goon1238,Kuniyanti,gni,"Kuniyanti, Gooniyandi",Bunuban,Bunaban,,,,,,,,126.33,-18.33,,TRUE,,hg,Australia,Australia,N Australia,Pacific
319,nyig1240,Nyigina,nyh,Nyigina,Nyulnyulan,,,,,,,,,124.33,-18,,TRUE,,hg,Australia,Australia,N Australia,Pacific
390,ngar1284,Ungarinjin,ung,"Ungarinjin, Ungarinjin, Ungarinyin",Worrorran,,,,,,,,,126,-16.33,,TRUE,,hg,Australia,Australia,N Australia,Pacific
183,miri1266,Miriwung,mep,Miriwung,Djerragan,"Djeragan, Djerragan",,,,,,,,129,-15.67,,TRUE,,hg,Australia,Australia,N Australia,Pacific
405,wand1263,Warndarang,wnd,Warndarang,Maran,,,Macro-Pama-Nyungan,,,,,,135.58,-14.42,,TRUE,,hg,Australia,Australia,N Australia,Pacific
16,alaw1244,Alawa,alh,Alawa,Maran,,,Macro-Pama-Nyungan,,,,,,134.25,-15.17,,,,hg,Australia,Australia,N Australia,Pacific
82,gaga1251,Gaagudju,gbu,Gaagudju,Gaagudju,,,,,,,,,132.83,-12.58,,TRUE,,hg,Australia,Australia,N Australia,Pacific
84,gara1269,Garrwa,wrk,"Garrwa, Garawa",Garrwan,Garawan,,Macro-Pama-Nyungan,,,,,,137.17,-17.08,,TRUE,,hg,Australia,Australia,N Australia,Pacific
